Line	Spkr	StTime	Content	EnTime
36	ATL_int_01	30.2339	(pause 0.17)	30.3995
37	ATL_int_01	30.3995	year of your birth?	31.3864
38	ATL_se0_ag1_f_02	32.0309	Nineteen ninety-two.	32.9538
39	ATL_int_01	33.8148	Okay.	34.3111
40	ATL_int_01	34.3111	(pause 0.15)	34.4642
41	ATL_int_01	34.4642	Um,	35.0625
42	ATL_int_01	35.0625	(pause 0.52)	35.5819
43	ATL_int_01	35.5819	how many years in Atlanta have you	37.3503
44	ATL_int_01	37.3503	(pause 0.59)	37.9381
45	ATL_int_01	37.9381	[lived?]	38.2680
46	ATL_se0_ag1_f_02	37.9479	[S-]	38.2268
47	ATL_se0_ag1_f_02	38.5774	seven.	39.0672
48	ATL_int_01	39.6034	Seven years in Atlanta. Um, was it any other places you live?	42.6491
49	ATL_se0_ag1_f_02	43.5514	Outside of here within those seven years?	45.3972
50	ATL_int_01	46.4696	Just	46.8563
51	ATL_int_01	46.8563	(pause 0.41)	47.2636
52	ATL_int_01	47.2636	anywhere in life.	48.1026
53	ATL_se0_ag1_f_02	48.4532	/puh/	48.9275
54	ATL_se0_ag1_f_02	48.9275	(pause 0.63)	49.5565
55	ATL_se0_ag1_f_02	49.5565	Um,	50.1031
56	ATL_se0_ag1_f_02	50.1031	(pause 1.31)	51.4178
57	ATL_se0_ag1_f_02	51.4178	Philly,	52.1602
58	ATL_se0_ag1_f_02	52.1602	(pause 0.81)	52.9749
59	ATL_se0_ag1_f_02	52.9749	Jersey,	53.7689
60	ATL_se0_ag1_f_02	53.7689	(pause 0.47)	54.2366
61	ATL_se0_ag1_f_02	54.2366	um,	54.9791
62	ATL_se0_ag1_f_02	54.9791	(pause 1.29)	56.2680
63	ATL_se0_ag1_f_02	56.2680	I spent a couple months in Florida,	58.1705
64	ATL_se0_ag1_f_02	58.1705	(pause 2.23)	60.3965
65	ATL_se0_ag1_f_02	60.3965	mm,	60.6182
66	ATL_se0_ag1_f_02	60.6182	(pause 0.26)	60.8811
67	ATL_se0_ag1_f_02	60.8811	not really nowhere major.	62.3063
68	ATL_se0_ag1_f_02	62.3063	(pause 0.13)	62.4383
69	ATL_se0_ag1_f_02	62.4383	I spent like	63.0190
70	ATL_se0_ag1_f_02	63.0190	(pause 0.13)	63.1486
71	ATL_se0_ag1_f_02	63.1486	two weeks in Baltimore,	64.3355
72	ATL_se0_ag1_f_02	64.3355	(pause 1.11)	65.4440
73	ATL_se0_ag1_f_02	65.4440	you know,	65.8809
74	ATL_se0_ag1_f_02	65.8809	(pause 0.30)	66.1851
75	ATL_se0_ag1_f_02	66.1851	regular shit.	66.8193
76	ATL_int_01	67.5462	Okay, cool, cool, cool.	68.9435
77	ATL_int_01	68.9435	(pause 0.95)	69.8921
78	ATL_int_01	69.8921	/Uh/,	70.1345
79	ATL_int_01	70.1345	(pause 0.25)	70.3871
80	ATL_int_01	70.3871	as far as education,	72.0356
81	ATL_int_01	72.0356	(pause 0.46)	72.4944
82	ATL_int_01	72.4944	what's the- um,	73.3658
83	ATL_int_01	73.3658	(pause 0.54)	73.9020
84	ATL_int_01	73.9020	I guess the highest form of education for you?	75.7942
85	ATL_se0_ag1_f_02	76.6088	Uh,	76.9983
86	ATL_se0_ag1_f_02	76.9983	(pause 0.11)	77.1037
87	ATL_se0_ag1_f_02	77.1037	one year of college.	78.2263
88	ATL_int_01	78.5319	Okay.	78.8910
89	ATL_se0_ag1_f_02	78.9122	It really didn't work out too well.	80.3712
90	ATL_int_01	80.9641	Have some college experience.	82.7119
91	ATL_int_01	82.7119	(pause 0.60)	83.3151
92	ATL_int_01	83.3151	Alright what about, um,	84.6749
93	ATL_int_01	84.6749	(pause 0.26)	84.9378
94	ATL_int_01	84.9378	occupation?	85.6643
95	ATL_se0_ag1_f_02	88.5057	Honestly,	89.1227
96	ATL_se0_ag1_f_02	89.1227	(pause 0.48)	89.5990
97	ATL_se0_ag1_f_02	89.5990	I'm a hustler.	90.2727
98	ATL_se0_ag1_f_02	90.2727	(pause 0.58)	90.8502
99	ATL_se0_ag1_f_02	90.8502	I really don't have	91.8865
100	ATL_se0_ag1_f_02	91.8865	(pause 0.96)	92.8455
101	ATL_se0_ag1_f_02	92.8455	an occupation. When you got	94.3458
102	ATL_se0_ag1_f_02	94.3458	(pause 0.22)	94.5624
103	ATL_se0_ag1_f_02	94.5624	two kids you really can't	95.7328
104	ATL_se0_ag1_f_02	95.7328	(pause 0.68)	96.4119
105	ATL_se0_ag1_f_02	96.4119	have a	96.7823
106	ATL_se0_ag1_f_02	96.7823	(pause 0.16)	96.9472
107	ATL_se0_ag1_f_02	96.9472	set occupation, so	98.2423
108	ATL_se0_ag1_f_02	98.2423	(pause 1.50)	99.7426
109	ATL_se0_ag1_f_02	99.7426	whatever.	100.2634
110	ATL_se0_ag1_f_02	100.2634	(pause 0.28)	100.5469
111	ATL_se0_ag1_f_02	100.5469	What I want to do though,	101.5368
112	ATL_se0_ag1_f_02	101.5368	(pause 0.39)	101.9221
113	ATL_se0_ag1_f_02	101.9221	I'm tryna	102.5058
114	ATL_se0_ag1_f_02	102.5058	(pause 0.11)	102.6133
115	ATL_se0_ag1_f_02	102.6133	become a nurse.	103.4740
116	ATL_int_01	103.7318	Mm-hm.	104.1288
117	ATL_se0_ag1_f_02	104.9589	That's pretty much what I wanna do.	106.3201
118	ATL_int_01	106.7532	Yeah.	107.0367
119	ATL_se0_ag1_f_02	107.3770	But-	107.6657
120	ATL_int_01	109.5772	Okay.	110.0206
121	ATL_int_01	110.0206	(pause 0.75)	110.7682
122	ATL_int_01	110.7682	Um,	111.4848
123	ATL_int_01	111.4848	(pause 0.87)	112.3562
124	ATL_int_01	112.3562	parents' birth place?	113.6503
125	ATL_se0_ag1_f_02	114.2160	My mother and my father were both	115.8428
126	ATL_se0_ag1_f_02	115.8428	(pause 0.06)	115.9074
127	ATL_se0_ag1_f_02	115.9074	born and	116.4421
128	ATL_se0_ag1_f_02	116.4421	(pause 0.08)	116.5231
129	ATL_se0_ag1_f_02	116.5231	raised in New Jersey.	117.5982
130	ATL_int_01	118.4180	Okay.	118.9027
131	ATL_int_01	118.9027	(pause 1.26)	120.1645
132	ATL_int_01	120.1645	Um,	120.9224
133	ATL_int_01	120.9224	(pause 0.26)	121.1802
134	ATL_int_01	121.1802	what do they do for a living?	122.4743
135	ATL_se0_ag1_f_02	123.1703	My mother has her master's in psychology,	126.4893
136	ATL_se0_ag1_f_02	126.4893	(pause 0.71)	127.1956
137	ATL_se0_ag1_f_02	127.1956	and my father is	129.2013
138	ATL_se0_ag1_f_02	129.2013	(pause 0.75)	129.9540
139	ATL_se0_ag1_f_02	129.9540	a scam artist.	131.2530
140	ATL_int_01	132.2481	Hm.	132.7689
141	ATL_int_01	132.7689	(pause 0.97)	133.7419
142	ATL_int_01	133.7419	Very very interesting.	135.0309
143	ATL_int_01	135.0309	(pause 0.94)	135.9744
144	ATL_int_01	135.9744	Okay.	136.4590
145	ATL_se0_ag1_f_02	136.5725	Imagine growing up with it.	137.7119
146	ATL_int_01	138.3564	<laugh>	139.6388
147	ATL_int_01	139.6388	(pause 0.87)	140.5101
148	ATL_int_01	140.5101	Okay. Well, um,	141.8300
149	ATL_int_01	141.8300	(pause 0.76)	142.5879
150	ATL_int_01	142.5879	I'm just gonna kind of bounce around,	144.4926
151	ATL_int_01	144.4926	(pause 0.18)	144.6749
152	ATL_int_01	144.6749	and you talk about	145.5513
153	ATL_int_01	145.5513	(pause 0.31)	145.8652
154	ATL_int_01	145.8652	some of this, some of that.	147.3557
155	ATL_se0_ag1_f_02	147.9486	[Alright.]	148.2941
156	ATL_int_01	148.0620	[Um],	148.6498
157	ATL_int_01	149.3716	let's talk about	150.6812
158	ATL_int_01	150.6812	(pause 0.74)	151.4171
159	ATL_int_01	151.4171	when you first got to Atlanta.	153.5568
160	ATL_int_01	153.5568	(pause 0.47)	154.0311
161	ATL_int_01	154.0311	Um,	154.6240
162	ATL_int_01	154.6240	(pause 0.10)	154.7220
163	ATL_int_01	154.7220	did you notice any difference between	156.8190
164	ATL_int_01	156.8190	(pause 0.67)	157.4893
165	ATL_int_01	157.4893	here	158.1441
166	ATL_int_01	158.1441	(pause 0.18)	158.3245
167	ATL_int_01	158.3245	and [some other] places you lived?	160.0208
168	ATL_se0_ag1_f_02	158.7576	[<sneeze>]	159.1082
169	ATL_se0_ag1_f_02	160.5261	How much time you got? (laughing)	161.5985
170	ATL_se0_ag1_f_02	161.5985	(pause 0.08)	161.6819
171	ATL_se0_ag1_f_02	161.6819	<laugh>	162.0677
172	ATL_int_01	162.2739	I got plenty.	162.8809
173	ATL_se0_ag1_f_02	162.9995	Uh,	163.6130
174	ATL_se0_ag1_f_02	163.6130	(pause 0.32)	163.9327
175	ATL_se0_ag1_f_02	163.9327	yeah,	164.6837
176	ATL_se0_ag1_f_02	164.6837	(pause 0.13)	164.8168
177	ATL_se0_ag1_f_02	164.8168	it's-	165.1649
178	ATL_se0_ag1_f_02	165.1649	(pause 0.95)	166.1136
179	ATL_se0_ag1_f_02	166.1136	it's a big-	166.7568
180	ATL_se0_ag1_f_02	166.7568	(pause 0.27)	167.0254
181	ATL_se0_ag1_f_02	167.0254	it's a big culture shock	168.2520
182	ATL_se0_ag1_f_02	168.2520	(pause 0.07)	168.3212
183	ATL_se0_ag1_f_02	168.3212	especially when you-	169.4738
184	ATL_se0_ag1_f_02	169.4738	(pause 0.74)	170.2111
185	ATL_se0_ag1_f_02	170.2111	when you were born and raised, and you grew up a certain way, and then you come	173.3871
186	ATL_se0_ag1_f_02	173.3871	(pause 0.27)	173.6604
187	ATL_se0_ag1_f_02	173.6604	to somewhere where it's the complete opposite.	176.0100
188	ATL_se0_ag1_f_02	176.0100	(pause 0.74)	176.7473
189	ATL_se0_ag1_f_02	176.7473	Yeah, it's definitely a culture shock,	178.8218
190	ATL_se0_ag1_f_02	178.8218	(pause 0.11)	178.9357
191	ATL_se0_ag1_f_02	178.9357	but	179.3046
192	ATL_se0_ag1_f_02	179.3046	(pause 1.07)	180.3770
193	ATL_se0_ag1_f_02	180.3770	mostly positive,	181.6182
194	ATL_int_01	182.7576	Okay.	183.1907
195	ATL_se0_ag1_f_02	183.6702	you know what I'm saying.	184.5828
196	ATL_se0_ag1_f_02	184.5828	(pause 0.55)	185.1293
197	ATL_se0_ag1_f_02	185.1293	So	185.5160
198	ATL_se0_ag1_f_02	185.5160	(pause 0.69)	186.2077
199	ATL_se0_ag1_f_02	186.2077	it's definitely the place, like I said, the-	188.1634
200	ATL_se0_ag1_f_02	188.1634	(pause 0.17)	188.3322
201	ATL_se0_ag1_f_02	188.3322	the land of opportunity for our people anyway,	191.0210
202	ATL_se0_ag1_f_02	191.0210	(pause 0.45)	191.4696
203	ATL_se0_ag1_f_02	191.4696	for colored people should I say, not necessarily Black	194.4557
204	ATL_se0_ag1_f_02	194.4557	(pause 0.11)	194.5613
205	ATL_se0_ag1_f_02	194.5613	but just	195.1340
206	ATL_se0_ag1_f_02	195.1340	(pause 0.50)	195.6341
207	ATL_se0_ag1_f_02	195.6341	people who ain't white.	196.5467
208	ATL_int_01	197.0726	Mm-hm.	197.4541
209	ATL_se0_ag1_f_02	198.2584	Puerto Ricans, Mexicans, Black people,	200.6854
210	ATL_se0_ag1_f_02	200.6854	(pause 0.37)	201.0567
211	ATL_se0_ag1_f_02	201.0567	you know, Muslims,	202.1806
212	ATL_se0_ag1_f_02	202.1806	(pause 0.52)	202.6962
213	ATL_se0_ag1_f_02	202.6962	all of that.	203.2685
214	ATL_int_01	205.0304	Dig that. I dig that.	206.4431
215	ATL_int_01	206.4431	(pause 1.02)	207.4588
216	ATL_int_01	207.4588	What about- um,	208.7890
217	ATL_int_01	208.7890	(pause 1.79)	210.5781
218	ATL_int_01	210.5781	what- what is your thoughts on racism	212.5101
219	ATL_int_01	212.5101	(pause 0.63)	213.1443
220	ATL_int_01	213.1443	or just race	214.2580
221	ATL_int_01	214.2580	(pause 0.35)	214.6086
222	ATL_int_01	214.6086	related type [of]	215.8202
223	ATL_se0_ag1_f_02	215.7480	[No], [you said it right] the first time. Racism is a-	218.2811
224	ATL_int_01	215.9491	[/issues./]	216.5523
225	ATL_se0_ag1_f_02	218.4276	it exists.	219.0793
226	ATL_se0_ag1_f_02	219.0793	(pause 0.06)	219.1401
227	ATL_se0_ag1_f_02	219.1401	It's very real	220.1610
228	ATL_se0_ag1_f_02	220.1610	(pause 0.15)	220.3159
229	ATL_se0_ag1_f_02	220.3159	and	220.7375
230	ATL_se0_ag1_f_02	220.7375	(pause 2.89)	223.6233
231	ATL_se0_ag1_f_02	223.6233	I'm Black, so	224.6184
232	ATL_se0_ag1_f_02	224.6184	(pause 2.01)	226.6240
233	ATL_se0_ag1_f_02	226.6240	I'm naturally	227.4490
234	ATL_se0_ag1_f_02	227.4490	(pause 0.37)	227.8202
235	ATL_se0_ag1_f_02	227.8202	the target of it. I'm a Black young female,	230.3091
236	ATL_se0_ag1_f_02	230.3091	(pause 1.23)	231.5413
237	ATL_se0_ag1_f_02	231.5413	so	232.0620
238	ATL_se0_ag1_f_02	232.0620	(pause 2.13)	234.1966
239	ATL_se0_ag1_f_02	234.1966	I had three strikes against me coming out the womb,	236.4637
240	ATL_int_01	237.0979	[Mm-hm.]	237.4640
241	ATL_se0_ag1_f_02	237.2577	[but] it's strikes that I'll-	238.8148
242	ATL_se0_ag1_f_02	239.1551	that I wear with pride.	240.2489
243	ATL_se0_ag1_f_02	240.2489	(pause 0.10)	240.3469
244	ATL_se0_ag1_f_02	240.3469	So	240.7314
245	ATL_se0_ag1_f_02	240.7314	(pause 0.70)	241.4274
246	ATL_se0_ag1_f_02	241.4274	it's a- it exists.	242.4112
247	ATL_se0_ag1_f_02	242.4112	(pause 0.13)	242.5399
248	ATL_se0_ag1_f_02	242.5399	It's real. It's very real here.	244.1961
249	ATL_se0_ag1_f_02	244.1961	(pause 0.58)	244.7735
250	ATL_se0_ag1_f_02	244.7735	Um,	245.2530
251	ATL_se0_ag1_f_02	245.2530	(pause 2.10)	247.3501
252	ATL_se0_ag1_f_02	247.3501	sadly	248.0719
253	ATL_se0_ag1_f_02	248.0719	(pause 0.07)	248.1450
254	ATL_se0_ag1_f_02	248.1450	the- shocking part for me though, even though it is very real in the South,	252.0986
255	ATL_se0_ag1_f_02	252.0986	(pause 0.77)	252.8654
256	ATL_se0_ag1_f_02	252.8654	I've experienced	254.1235
257	ATL_se0_ag1_f_02	254.1235	(pause 0.24)	254.3606
258	ATL_se0_ag1_f_02	254.3606	less	255.0567
259	ATL_se0_ag1_f_02	255.0567	(pause 0.95)	256.0105
260	ATL_se0_ag1_f_02	256.0105	racism here than I have growing up where I grew up,	258.5832
261	ATL_se0_ag1_f_02	258.5832	(pause 0.65)	259.2366
262	ATL_se0_ag1_f_02	259.2366	you feel what I'm saying.	259.9224
263	ATL_int_01	260.0410	Mm.	260.3194
264	ATL_se0_ag1_f_02	260.3503	Like	260.6222
265	ATL_se0_ag1_f_02	260.6222	(pause 0.12)	260.7448
266	ATL_se0_ag1_f_02	260.7448	growing up where I grew up,	261.7888
267	ATL_se0_ag1_f_02	261.7888	(pause 1.93)	263.7171
268	ATL_se0_ag1_f_02	263.7171	different ethnicities	265.2212
269	ATL_se0_ag1_f_02	265.2212	(pause 0.18)	265.4016
270	ATL_se0_ag1_f_02	265.4016	were racist against each other. There were Chinese people that did not like Black people.	268.5570
271	ATL_se0_ag1_f_02	268.5570	(pause 0.51)	269.0674
272	ATL_se0_ag1_f_02	269.0674	There are Puerto Rican people who	270.4426
273	ATL_se0_ag1_f_02	270.4426	(pause 0.06)	270.5037
274	ATL_se0_ag1_f_02	270.5037	do not like Mexicans.	271.6285
275	ATL_se0_ag1_f_02	271.6285	(pause 0.35)	271.9739
276	ATL_se0_ag1_f_02	271.9739	So	272.4122
277	ATL_se0_ag1_f_02	272.4122	(pause 0.91)	273.3248
278	ATL_se0_ag1_f_02	273.3248	coming here where it's like,	274.8509
279	ATL_se0_ag1_f_02	274.8509	(pause 0.23)	275.0829
280	ATL_se0_ag1_f_02	275.0829	no	275.5996
281	ATL_se0_ag1_f_02	275.5996	(pause 0.06)	275.6624
282	ATL_se0_ag1_f_02	275.6624	white people don't like colored people. It has nothing to-	278.2912
283	ATL_se0_ag1_f_02	278.2912	(pause 0.10)	278.3899
284	ATL_se0_ag1_f_02	278.3899	it- it has everything to do with being Black, but	280.4487
285	ATL_se0_ag1_f_02	280.4487	(pause 0.28)	280.7323
286	ATL_se0_ag1_f_02	280.7323	it's not just being Black. It's colored people,	283.3759
287	ATL_se0_ag1_f_02	283.3759	(pause 0.32)	283.7007
288	ATL_se0_ag1_f_02	283.7007	people who are not white are not welcome.	285.9486
289	ATL_int_01	286.6601	Wow.	287.0520
290	ATL_int_01	287.0520	(pause 0.68)	287.7274
291	ATL_int_01	287.7274	Okay.	288.1966
292	ATL_se0_ag1_f_02	288.5832	And that's real,	289.3862
293	ATL_se0_ag1_f_02	289.3862	(pause 0.14)	289.5305
294	ATL_se0_ag1_f_02	289.5305	and	290.0513
295	ATL_se0_ag1_f_02	290.0513	(pause 0.13)	290.1802
296	ATL_se0_ag1_f_02	290.1802	I think once people ch-	291.3196
297	ATL_se0_ag1_f_02	291.3196	(pause 0.14)	291.4588
298	ATL_se0_ag1_f_02	291.4588	get over the fact that-	292.7220
299	ATL_se0_ag1_f_02	292.7220	(pause 0.57)	293.2891
300	ATL_se0_ag1_f_02	293.2891	get over the whole idea of tryna bring us all together and become one and	296.9116
301	ATL_se0_ag1_f_02	296.9116	(pause 0.06)	296.9746
302	ATL_se0_ag1_f_02	296.9746	make us all equal or make us equal in their eyes. Once we get over that fact, then we'll be able to conquer this whole thing and get past it. But until then,	304.0775
303	ATL_se0_ag1_f_02	304.0775	(pause 0.45)	304.5261
304	ATL_se0_ag1_f_02	304.5261	as long as we're tryna become equal to them,	306.5575
305	ATL_se0_ag1_f_02	306.5575	(pause 0.36)	306.9170
306	ATL_se0_ag1_f_02	306.9170	we will	307.4532
307	ATL_se0_ag1_f_02	307.4532	(pause 0.61)	308.0667
308	ATL_se0_ag1_f_02	308.0667	always	308.7688
309	ATL_se0_ag1_f_02	308.7688	(pause 0.07)	308.8388
310	ATL_se0_ag1_f_02	308.8388	be in a struggle with them.	309.9538
311	ATL_int_01	310.5725	Mm.	310.9437
312	ATL_int_01	310.9437	(pause 0.89)	311.8356
313	ATL_int_01	311.8356	Very profound.	312.7431
314	ATL_int_01	312.7431	(pause 0.43)	313.1696
315	ATL_int_01	313.1696	Okay.	313.6646
316	ATL_int_01	313.6646	(pause 1.79)	315.4537
317	ATL_int_01	315.4537	Let's jump towards family information.	318.3255
318	ATL_int_01	318.3255	(pause 0.11)	318.4337
319	ATL_int_01	318.4337	Do you have any siblings?	320.2111
320	ATL_se0_ag1_f_02	320.4637	Yes, I do.	321.0103
321	ATL_int_01	321.6238	Okay.	321.9950
322	ATL_se0_ag1_f_02	322.3250	I have	322.8467
323	ATL_se0_ag1_f_02	322.8467	(pause 0.07)	322.9196
324	ATL_se0_ag1_f_02	322.9196	two little sisters and now	324.7700
325	ATL_se0_ag1_f_02	324.7700	(pause 0.09)	324.8601
326	ATL_se0_ag1_f_02	324.8601	two little brothers.	325.5872
327	ATL_int_01	326.5256	Wow, where do you, um,	328.1979
328	ATL_int_01	328.1979	(pause 0.11)	328.3105
329	ATL_int_01	328.3105	rank as far as age [between?]	330.0367
330	ATL_se0_ag1_f_02	329.8460	[I-]	329.9765
331	ATL_se0_ag1_f_02	330.1811	I am the oldest of everybody.	331.5099
332	ATL_int_01	331.6646	You're the oldest. Okay.	333.1649
333	ATL_int_01	333.1649	(pause 0.85)	334.0105
334	ATL_int_01	334.0105	Um,	334.6962
335	ATL_int_01	334.6962	(pause 0.52)	335.2169
336	ATL_int_01	335.2169	are you close to your siblings?	336.8242
337	ATL_se0_ag1_f_02	336.9118	Very.	337.4790
338	ATL_int_01	338.4070	Okay.	338.9902
339	ATL_int_01	338.9902	(pause 0.10)	339.0951
340	ATL_int_01	339.0951	Um, do you have a favorite?	340.7117
341	ATL_se0_ag1_f_02	342.9737	Yes.	343.5099
342	ATL_se0_ag1_f_02	343.5099	(pause 0.35)	343.8605
343	ATL_se0_ag1_f_02	343.8605	M- my	344.7501
344	ATL_se0_ag1_f_02	344.7501	(pause 0.19)	344.9389
345	ATL_se0_ag1_f_02	344.9389	younger sister /RD-NAME-3/.	346.6240
346	ATL_se0_ag1_f_02	346.6240	(pause 0.92)	347.5469
347	ATL_se0_ag1_f_02	347.5469	That- she is my favorite.	348.9221
348	ATL_int_01	349.1748	Why is she your favorite out of everybody?	351.1856
349	ATL_se0_ag1_f_02	351.4279	Because	352.2528
350	ATL_se0_ag1_f_02	352.2528	(pause 0.30)	352.5518
351	ATL_se0_ag1_f_02	352.5518	I've been so involved with her life	355.0871
352	ATL_se0_ag1_f_02	355.0871	(pause 0.22)	355.3088
353	ATL_se0_ag1_f_02	355.3088	since the day she was born that	357.0682
354	ATL_se0_ag1_f_02	357.0682	(pause 0.25)	357.3144
355	ATL_se0_ag1_f_02	357.3144	she was my kid before my kids was my kids.	359.4490
356	ATL_se0_ag1_f_02	359.4490	(pause 0.35)	359.7995
357	ATL_se0_ag1_f_02	359.7995	Shut up, Sparky.	360.7431
358	ATL_se0_ag1_f_02	360.7431	(pause 1.41)	362.1492
359	ATL_se0_ag1_f_02	362.1492	[Sorry about that.]	362.8814
360	ATL_int_01	362.1711	[<laugh>]	363.0161
361	ATL_int_01	363.4073	[<laugh>]	364.1445
362	ATL_se0_ag1_f_02	363.5104	[<laugh>]	364.0724
363	ATL_int_01	364.8406	Yeah, [you good.]	365.6552
364	ATL_se0_ag1_f_02	365.1860	[Sorry about] that.	365.9130
365	ATL_int_01	366.0161	[Mm.]	366.3667
366	ATL_se0_ag1_f_02	366.1605	[But]	366.4337
367	ATL_se0_ag1_f_02	367.8399	yeah she's been my kid since before my kids were my kids, [so]	371.1190
368	ATL_int_01	370.9695	[Mm-hm.]	371.3201
369	ATL_se0_ag1_f_02	371.6500	y-	371.7656
370	ATL_se0_ag1_f_02	371.7656	(pause 0.10)	371.8690
371	ATL_se0_ag1_f_02	371.8690	that's m- that's my-	372.7285
372	ATL_se0_ag1_f_02	372.7285	(pause 0.10)	372.8334
373	ATL_se0_ag1_f_02	372.8334	that's my heart.	373.4016
374	ATL_int_01	374.1080	[Oh.]	374.4792
375	ATL_se0_ag1_f_02	374.2678	[But] I love all of them	375.5568
376	ATL_se0_ag1_f_02	375.8403	just as much, but	376.7787
377	ATL_se0_ag1_f_02	376.7787	(pause 0.56)	377.3355
378	ATL_se0_ag1_f_02	377.3355	that's my baby.	378.0264
379	ATL_int_01	378.8809	Okay, cool, cool, cool. What about, um,	381.3557
380	ATL_int_01	381.3557	(pause 0.63)	381.9847
381	ATL_int_01	381.9847	are you close to any aunts, uncles, grandparents, cousins,	385.8141
382	ATL_se0_ag1_f_02	385.8760	[Um],	386.4895
383	ATL_int_01	386.3761	[extended] family?	387.3918
384	ATL_se0_ag1_f_02	388.1291	I do have	388.8560
385	ATL_se0_ag1_f_02	388.8560	(pause 0.21)	389.0674
386	ATL_se0_ag1_f_02	389.0674	a few aunts. When I say a few,	391.0871
387	ATL_se0_ag1_f_02	391.0871	(pause 0.14)	391.2315
388	ATL_se0_ag1_f_02	391.2315	literally,	391.7683
389	ATL_se0_ag1_f_02	391.7683	(pause 0.18)	391.9481
390	ATL_se0_ag1_f_02	391.9481	maybe two	392.6184
391	ATL_int_01	392.8917	Mm.	393.2010
392	ATL_se0_ag1_f_02	393.3351	that I am very very close with.	394.9091
393	ATL_se0_ag1_f_02	394.9091	(pause 0.09)	395.0017
394	ATL_se0_ag1_f_02	395.0017	Um,	395.4399
395	ATL_se0_ag1_f_02	395.4399	(pause 0.09)	395.5261
396	ATL_se0_ag1_f_02	395.5261	cousins,	396.0419
397	ATL_se0_ag1_f_02	396.0419	(pause 0.42)	396.4595
398	ATL_se0_ag1_f_02	396.4595	very close with them,	397.6488
399	ATL_se0_ag1_f_02	397.6488	(pause 0.07)	397.7189
400	ATL_se0_ag1_f_02	397.7189	most-	398.0925
401	ATL_se0_ag1_f_02	398.0925	(pause 0.47)	398.5669
402	ATL_se0_ag1_f_02	398.5669	some of them,	399.3057
403	ATL_se0_ag1_f_02	399.3057	(pause 0.06)	399.3666
404	ATL_se0_ag1_f_02	399.3666	not all of them, but some of them.	401.0107
405	ATL_se0_ag1_f_02	401.0107	(pause 0.57)	401.5779
406	ATL_se0_ag1_f_02	401.5779	Basically pretty much the ones that I grew up with	403.7986
407	ATL_se0_ag1_f_02	403.7986	(pause 0.36)	404.1580
408	ATL_se0_ag1_f_02	404.1580	for the most part I'm close with.	405.8121
409	ATL_se0_ag1_f_02	405.8121	(pause 0.90)	406.7139
410	ATL_se0_ag1_f_02	406.7139	Um, like I said, my aunts and uncles-	408.6422
411	ATL_se0_ag1_f_02	408.6422	(pause 1.68)	410.3178
412	ATL_se0_ag1_f_02	410.3178	my uncles,	411.1118
413	ATL_se0_ag1_f_02	411.1118	(pause 0.84)	411.9508
414	ATL_se0_ag1_f_02	411.9508	<ts>	412.0694
415	ATL_se0_ag1_f_02	412.0694	(pause 0.12)	412.1880
416	ATL_se0_ag1_f_02	412.1880	I grew up with them, so they raised me.	413.9925
417	ATL_se0_ag1_f_02	413.9925	(pause 0.48)	414.4720
418	ATL_se0_ag1_f_02	414.4720	But after I got a certain age, it was-	416.5601
419	ATL_se0_ag1_f_02	416.5601	(pause 1.43)	417.9869
420	ATL_se0_ag1_f_02	417.9869	it kind of got shaky	418.9871
