Line	Spkr	StTime	Content	EnTime
50	ATL_se0_ag2_f_01	53.9660	Nineteen eighty-four	55.2988
51	ATL_int_01	55.8322	Okay.	56.3449
52	ATL_se0_ag2_f_01	56.3623	of April.	57.2410
53	ATL_int_01	57.5786	Nineteen eighty-four of April.	59.0582
54	ATL_se0_ag2_f_01	59.2958	[Mm-hm.]	59.7971
55	ATL_int_01	59.4292	[Okay.]	59.7865
56	ATL_int_01	60.1617	What- what sign would that make you?	62.0537
57	ATL_se0_ag2_f_01	62.4749	I'm a Aries, very feisty.	65.2966
58	ATL_int_01	65.7421	Okay.	66.1782
59	ATL_int_01	66.1782	(pause 0.76)	66.9378
60	ATL_int_01	66.9378	That's cool, that's what's up, we can [talk about-]	68.9717
61	ATL_se0_ag2_f_01	68.3841	[Loyal.]	69.4969
62	ATL_int_01	69.5344	We can possibly talk about that in a little bit, let me see what else- let me just go down the checklist right quick.	74.2432
63	ATL_int_01	74.2432	(pause 0.50)	74.7391
64	ATL_int_01	74.7391	What's your hometown?	75.7603
65	ATL_se0_ag2_f_01	76.4470	Brooklyn, New York.	77.4890
66	ATL_int_01	77.8974	Okay, Brooklyn, New York. Stand by.	80.6399
67	ATL_int_01	80.6399	(pause 0.30)	80.9359
68	ATL_int_01	80.9359	Stand up.	81.6267
69	ATL_int_01	81.6267	(pause 0.17)	81.7976
70	ATL_int_01	81.7976	[<laugh> That's what I meant] to say. I'm a little nervous.	83.9566
71	ATL_se0_ag2_f_01	81.8810	[<laugh>]	82.9021
72	ATL_int_01	84.3692	[Um],	84.9861
73	ATL_se0_ag2_f_01	84.5193	[Don't be-] don't be nervous. (laughing)	86.0739
74	ATL_int_01	86.1489	okay, um,	87.2566
75	ATL_int_01	87.2566	(pause 0.23)	87.4900
76	ATL_int_01	87.4900	how many years have you been living in Atlanta, Georgia?	90.1366
77	ATL_se0_ag2_f_01	90.5201	Just for five years.	92.0706
78	ATL_int_01	92.3863	Okay.	93.0410
79	ATL_int_01	93.0410	(pause 0.88)	93.9165
80	ATL_int_01	93.9165	Would you say you like it so far?	95.2287
81	ATL_se0_ag2_f_01	95.4887	It's cool.	96.2128
82	ATL_se0_ag2_f_01	96.2128	(pause 0.21)	96.4260
83	ATL_se0_ag2_f_01	96.4260	[It's- it's] alright, you know, s-	97.9451
84	ATL_int_01	96.4827	[It's cool.]	96.9181
85	ATL_se0_ag2_f_01	98.0964	nice stop- place to stop before I	100.2444
86	ATL_int_01	100.8504	[Mm-hm.]	101.1091
87	ATL_se0_ag2_f_01	100.9657	[go] on my travels.	102.4651
88	ATL_int_01	102.7835	Now that's what's up, that's what's up. Um,	105.0252
89	ATL_int_01	105.0252	(pause 0.64)	105.6624
90	ATL_int_01	105.6624	education wise, what's your highest level of [education?]	109.1036
91	ATL_se0_ag2_f_01	108.9854	[I] did some [college-]	110.5968
92	ATL_int_01	110.4689	[Okay.]	110.8825
93	ATL_se0_ag2_f_01	110.9088	some college, but I didn't finish.	112.4547
94	ATL_se0_ag2_f_01	112.4547	(pause 0.39)	112.8493
95	ATL_se0_ag2_f_01	112.8493	And then, I also went to, um, cosmetology school for	116.5448
96	ATL_se0_ag2_f_01	116.5448	(pause 0.69)	117.2350
97	ATL_se0_ag2_f_01	117.2350	hairdressing and all things fashion, and hair and nails, so	121.8941
98	ATL_se0_ag2_f_01	121.8941	(pause 0.60)	122.4956
99	ATL_se0_ag2_f_01	122.4956	[yeah.]	122.8208
100	ATL_int_01	122.6035	[Great],	123.0082
101	ATL_int_01	123.3248	great. Awesome, um,	124.7426
102	ATL_int_01	124.7426	(pause 0.62)	125.3597
103	ATL_int_01	125.3597	job wise, what's your occupation?	127.3178
104	ATL_se0_ag2_f_01	127.9038	Right now I'm working at /RD-WORK-6/ which is to be changed soon, I'm looking to start	133.4684
105	ATL_se0_ag2_f_01	133.4684	(pause 0.49)	133.9624
106	ATL_se0_ag2_f_01	133.9624	working in the field of makeup, something that I love, so,	137.5552
107	ATL_se0_ag2_f_01	137.5552	(pause 0.44)	137.9916
108	ATL_se0_ag2_f_01	137.9916	yeah.	138.3976
109	ATL_int_01	139.3583	Okay, cool,	140.1926
110	ATL_int_01	140.1926	(pause 0.11)	140.3013
111	ATL_int_01	140.3013	how about you, um,	141.5843
112	ATL_int_01	141.5843	(pause 0.94)	142.5229
113	ATL_int_01	142.5229	tell me a little about	143.6748
114	ATL_int_01	143.6748	(pause 0.16)	143.8308
115	ATL_int_01	143.8308	Ma	144.4857
116	ATL_int_01	144.4857	(pause 0.11)	144.5992
117	ATL_int_01	144.5992	and Pa Dukes?	145.7921
118	ATL_se0_ag2_f_01	146.5562	Ma and Pa Dukes? Okay,	148.1699
119	ATL_se0_ag2_f_01	148.1699	(pause 0.61)	148.7800
120	ATL_se0_ag2_f_01	148.7800	I grew up with my moms. My pops is from the same place, they're both from St. Vincent and the Grenadines.	154.6484
121	ATL_se0_ag2_f_01	154.6484	(pause 0.57)	155.2191
122	ATL_se0_ag2_f_01	155.2191	Um, my mom has four sisters.	159.0686
123	ATL_se0_ag2_f_01	159.0686	(pause 0.89)	159.9537
124	ATL_se0_ag2_f_01	159.9537	Um,	160.8583
125	ATL_se0_ag2_f_01	160.8583	(pause 0.23)	161.0848
126	ATL_se0_ag2_f_01	161.0848	<ts>	161.1850
127	ATL_se0_ag2_f_01	161.1850	(pause 0.14)	161.3276
128	ATL_se0_ag2_f_01	161.3276	my dad, I don't know too much about his side, all I know is he's, uh,	164.4233
129	ATL_se0_ag2_f_01	164.4233	(pause 0.72)	165.1472
130	ATL_se0_ag2_f_01	165.1472	black and from the Caribbean, and	167.1445
131	ATL_se0_ag2_f_01	167.1445	(pause 1.02)	168.1664
132	ATL_se0_ag2_f_01	168.1664	that's it.	168.5924
133	ATL_se0_ag2_f_01	168.5924	(pause 0.65)	169.2429
134	ATL_se0_ag2_f_01	169.2429	I didn't really grow up with him, so.	170.6791
135	ATL_se0_ag2_f_01	170.6791	(pause 0.83)	171.5118
136	ATL_se0_ag2_f_01	171.5118	Mommy grew up with her grandparents on her dad's side which is where I get the Spaniards from.	178.3212
137	ATL_se0_ag2_f_01	178.3212	(pause 0.67)	178.9905
138	ATL_se0_ag2_f_01	178.9905	And um,	180.4826
139	ATL_se0_ag2_f_01	180.4826	(pause 0.53)	181.0166
140	ATL_se0_ag2_f_01	181.0166	Yeah, she grew up by herself away from her sisters, so,	184.2654
141	ATL_se0_ag2_f_01	184.2654	(pause 0.68)	184.9488
142	ATL_se0_ag2_f_01	184.9488	yeah, that's it.	185.8917
143	ATL_se0_ag2_f_01	185.8917	(pause 0.57)	186.4590
144	ATL_se0_ag2_f_01	186.4590	She's a Scorpio.	187.3856
145	ATL_se0_ag2_f_01	187.3856	(pause 0.20)	187.5841
146	ATL_se0_ag2_f_01	187.5841	I'm Aries.	188.5434
147	ATL_int_01	189.2056	Cool, cool, cool, cool.	190.9251
148	ATL_int_01	190.9251	(pause 0.40)	191.3236
149	ATL_int_01	191.3236	So what kind of passions you have right about now? What- what incites you?	195.6142
150	ATL_se0_ag2_f_01	196.4693	Um, I'm really excited about my YouTube channel that I just started.	201.1572
151	ATL_se0_ag2_f_01	201.1572	(pause 0.53)	201.6902
152	ATL_se0_ag2_f_01	201.6902	Um, which has a lot to do (laughing) with health and beauty,	204.7062
153	ATL_se0_ag2_f_01	204.7062	(pause 0.58)	205.2816
154	ATL_se0_ag2_f_01	205.2816	um, a lot of things that I'm into. It's gonna expand into cooking and different various things like that that I am interested in.	211.8314
155	ATL_se0_ag2_f_01	211.8314	(pause 0.43)	212.2649
156	ATL_se0_ag2_f_01	212.2649	I'm interested in a lot of stuff, I like to draw, I like to do photoshop, Adobe.	217.1559
157	ATL_se0_ag2_f_01	217.1559	(pause 0.71)	217.8650
158	ATL_se0_ag2_f_01	217.8650	Um, I like to do graphics, like visual graphics.	221.8964
159	ATL_se0_ag2_f_01	221.8964	(pause 0.74)	222.6406
160	ATL_se0_ag2_f_01	222.6406	Um, I also love,	225.2587
161	ATL_se0_ag2_f_01	225.2587	(pause 0.76)	226.0202
162	ATL_se0_ag2_f_01	226.0202	um, just makeup, so that's /what/ I'm trying to get into that field.	229.3176
163	ATL_se0_ag2_f_01	229.3176	(pause 0.39)	229.7046
164	ATL_se0_ag2_f_01	229.7046	Hair, I really love doing hair, but I feel like, um, a lot of people does hair, so it's good to be multifaceted.	235.4938
165	ATL_se0_ag2_f_01	235.4938	(pause 0.81)	236.3056
166	ATL_se0_ag2_f_01	236.3056	Um, I'm into video.	238.5558
167	ATL_se0_ag2_f_01	238.5558	(pause 0.29)	238.8504
168	ATL_se0_ag2_f_01	238.8504	Um,	239.4836
169	ATL_se0_ag2_f_01	239.4836	(pause 0.39)	239.8747
170	ATL_se0_ag2_f_01	239.8747	<ts>	240.1464
171	ATL_se0_ag2_f_01	240.1464	(pause 0.63)	240.7803
172	ATL_se0_ag2_f_01	240.7803	like video editing and doing anything of that- that nature. Maybe that could take me somewhere, into like movies or something like that.	248.1749
173	ATL_se0_ag2_f_01	248.1749	(pause 0.66)	248.8361
174	ATL_se0_ag2_f_01	248.8361	And, um,	250.0263
175	ATL_se0_ag2_f_01	250.0263	(pause 0.19)	250.2202
176	ATL_se0_ag2_f_01	250.2202	oh, cartoons, def- very much want to do a voice over for-	253.5635
177	ATL_se0_ag2_f_01	253.5635	(pause 0.49)	254.0534
178	ATL_se0_ag2_f_01	254.0534	for cartoons and stuff like that. So there's a lot of things that I'm interested in, it's not just one, so.	259.1304
179	ATL_int_01	260.2176	So,	260.7471
180	ATL_int_01	260.7471	(pause 0.13)	260.8747
181	ATL_int_01	260.8747	you would consider yourself, maybe a creative,	263.8200
182	ATL_se0_ag2_f_01	264.0288	[Yeah, I'm creative], artistic	265.9046
183	ATL_int_01	264.0902	[artistic-]	264.8867
184	ATL_int_01	266.1751	[Okay.]	266.6053
185	ATL_se0_ag2_f_01	266.4053	[arts-] artsy,	267.4657
186	ATL_se0_ag2_f_01	267.6075	fartsy type person,	268.8948
187	ATL_se0_ag2_f_01	268.8948	(pause 0.46)	269.3566
188	ATL_se0_ag2_f_01	269.3566	geeky or whatever y'all want to call it.	271.2000
189	ATL_int_01	271.3458	That's dope, that's what's up.	272.7282
190	ATL_int_01	272.7282	(pause 0.64)	273.3696
191	ATL_int_01	273.3696	Um, let's see.	274.7229
192	ATL_int_01	274.7229	(pause 0.80)	275.5256
193	ATL_int_01	275.5256	<ts>	275.7026
194	ATL_int_01	275.7026	(pause 0.58)	276.2846
195	ATL_int_01	276.2846	Let's talk about your friends. What type of people	279.2295
196	ATL_int_01	279.2295	(pause 0.28)	279.5136
197	ATL_int_01	279.5136	do, you know, you usually connect with?	281.5174
198	ATL_se0_ag2_f_01	281.9177	<ts>	282.0371
199	ATL_se0_ag2_f_01	282.0371	(pause 0.16)	282.1932
200	ATL_se0_ag2_f_01	282.1932	Um, I connect with go-getters, people that	284.5637
201	ATL_se0_ag2_f_01	284.5637	(pause 0.51)	285.0741
202	ATL_se0_ag2_f_01	285.0741	go after what they want,	286.7799
203	ATL_se0_ag2_f_01	286.7799	(pause 0.42)	287.2024
204	ATL_se0_ag2_f_01	287.2024	and they actually make it happen,	289.6014
205	ATL_se0_ag2_f_01	289.6014	(pause 0.17)	289.7743
206	ATL_se0_ag2_f_01	289.7743	you know, not just, you know, people that just talk all the time.	292.7408
207	ATL_se0_ag2_f_01	292.7408	(pause 0.56)	293.3046
208	ATL_se0_ag2_f_01	293.3046	Actually take your right foot and left foot, and you do what you supposed to do to get there.	297.4639
209	ATL_se0_ag2_f_01	297.4639	(pause 0.71)	298.1748
210	ATL_se0_ag2_f_01	298.1748	Uh, I don't really	299.3968
211	ATL_se0_ag2_f_01	299.3968	(pause 0.24)	299.6397
212	ATL_se0_ag2_f_01	299.6397	consider a lot of people friends. I have a lot of associates.	303.0165
213	ATL_se0_ag2_f_01	303.0165	(pause 0.39)	303.4042
214	ATL_se0_ag2_f_01	303.4042	Because I feel like a friend is somebody that you should be able to call on and rely on	307.1860
215	ATL_se0_ag2_f_01	307.1860	(pause 0.49)	307.6712
216	ATL_se0_ag2_f_01	307.6712	in like the toughest times of your life, and	310.0932
217	ATL_se0_ag2_f_01	310.0932	(pause 0.08)	310.1736
218	ATL_se0_ag2_f_01	310.1736	if it's only for me to just	311.8243
219	ATL_se0_ag2_f_01	311.8243	(pause 0.55)	312.3745
220	ATL_se0_ag2_f_01	312.3745	party with you,	313.7043
221	ATL_se0_ag2_f_01	313.7043	(pause 0.21)	313.9113
222	ATL_se0_ag2_f_01	313.9113	um, yeah not-	315.2493
223	ATL_se0_ag2_f_01	315.2493	(pause 0.11)	315.3557
224	ATL_se0_ag2_f_01	315.3557	that's not gonna happen.	316.2620
225	ATL_se0_ag2_f_01	316.2620	(pause 0.34)	316.5971
226	ATL_se0_ag2_f_01	316.5971	[Like I need you to]	317.6839
227	ATL_int_01	316.6664	[<laugh>]	317.8057
228	ATL_se0_ag2_f_01	318.1252	be somebody that, um,	319.9521
229	ATL_se0_ag2_f_01	319.9521	(pause 0.13)	320.0797
230	ATL_se0_ag2_f_01	320.0797	I could learn from and you could learn from me and you actually tell me about my mistakes and I tell you about your mistakes.	325.2121
231	ATL_se0_ag2_f_01	325.2121	(pause 0.35)	325.5604
232	ATL_se0_ag2_f_01	325.5604	All while still heading towards, um, individual goals,	328.8584
233	ATL_se0_ag2_f_01	328.8584	(pause 0.33)	329.1933
234	ATL_se0_ag2_f_01	329.1933	and	329.4574
235	ATL_se0_ag2_f_01	329.4574	(pause 0.12)	329.5740
236	ATL_se0_ag2_f_01	329.5740	just still, you know, helping each other and things like that. So	332.3842
237	ATL_se0_ag2_f_01	332.3842	(pause 0.15)	332.5331
238	ATL_se0_ag2_f_01	332.5331	<ts>	332.6029
239	ATL_se0_ag2_f_01	332.6029	(pause 0.08)	332.6844
240	ATL_se0_ag2_f_01	332.6844	that's the type of friends	333.8138
241	ATL_se0_ag2_f_01	333.8138	(pause 0.46)	334.2707
242	ATL_se0_ag2_f_01	334.2707	I have, and I could count them on one hand.	337.2594
243	ATL_se0_ag2_f_01	337.2594	(pause 0.47)	337.7259
244	ATL_se0_ag2_f_01	337.7259	[Yeah.]	338.0332
245	ATL_int_01	337.8062	[Yeah] same here	338.6134
246	ATL_int_01	338.7245	pretty much.	339.4855
247	ATL_int_01	339.4855	(pause 0.36)	339.8477
248	ATL_int_01	339.8477	So	340.5393
249	ATL_int_01	340.5393	(pause 0.46)	340.9952
250	ATL_int_01	340.9952	those f-	341.5510
251	ATL_int_01	341.5510	(pause 0.54)	342.0944
252	ATL_int_01	342.0944	friends that you was just mentioning, are they around in this area or back in New York, somewhere else?	347.8955
253	ATL_se0_ag2_f_01	348.3918	Um,	349.3345
254	ATL_se0_ag2_f_01	349.3345	(pause 0.30)	349.6309
255	ATL_se0_ag2_f_01	349.6309	m-	349.8367
256	ATL_se0_ag2_f_01	349.8367	(pause 0.31)	350.1445
257	ATL_se0_ag2_f_01	350.1445	a coup- well, two of my friends	352.3827
258	ATL_se0_ag2_f_01	352.3827	(pause 0.29)	352.6679
259	ATL_se0_ag2_f_01	352.6679	that I would call really loyal,	354.1869
260	ATL_se0_ag2_f_01	354.1869	(pause 0.44)	354.6274
261	ATL_se0_ag2_f_01	354.6274	they're in New York.	355.7677
262	ATL_se0_ag2_f_01	355.7677	(pause 0.30)	356.0703
263	ATL_se0_ag2_f_01	356.0703	Uh, one just moved, I think to Florida or something like that.	360.1122
264	ATL_se0_ag2_f_01	360.1122	(pause 0.95)	361.0644
265	ATL_se0_ag2_f_01	361.0644	Yeah so she's gone,	362.5359
266	ATL_se0_ag2_f_01	362.5359	(pause 0.12)	362.6534
267	ATL_se0_ag2_f_01	362.6534	and then, um, another young girl that I kind of mentor, and she- she's becoming a friend. She lives here. She's from New York too.	369.9168
268	ATL_se0_ag2_f_01	369.9168	(pause 1.05)	370.9642
269	ATL_se0_ag2_f_01	370.9642	Um, and the last person is my boyfriend.	373.5579
270	ATL_se0_ag2_f_01	373.5579	(pause 0.24)	373.7968
271	ATL_se0_ag2_f_01	373.7968	But I met him here. He's from here.	375.4294
272	ATL_int_01	375.9721	Okay,	376.4908
273	ATL_int_01	376.4908	(pause 0.36)	376.8530
274	ATL_int_01	376.8530	speaking of boyfriend, what's your, um, relationship to the person that's interviewing you at this present moment?	383.0604
275	ATL_se0_ag2_f_01	385.8792	He's my [boyfriend.] (laughing)	387.6159
276	ATL_int_01	387.2339	[Oh okay] [cool.]	388.2172
277	ATL_se0_ag2_f_01	387.9782	[He's] my boyfriend and my best friend.	389.8658
278	ATL_int_01	390.1800	Okay, awesome,	391.1140
279	ATL_int_01	391.1140	(pause 0.16)	391.2704
280	ATL_int_01	391.2704	awesome.	391.7990
281	ATL_se0_ag2_f_01	391.9913	One of the five-	393.4193
282	ATL_se0_ag2_f_01	393.4193	(pause 0.48)	393.8958
283	ATL_se0_ag2_f_01	393.8958	<laugh>	394.2596
284	ATL_int_01	394.3077	One of the five, okay,	395.6742
285	ATL_int_01	395.6742	(pause 0.17)	395.8471
286	ATL_int_01	395.8471	excluding me, w- I guess, maybe,	397.8598
287	ATL_int_01	397.8598	(pause 0.63)	398.4890
288	ATL_int_01	398.4890	one more of your recent friends, how did you meet them?	401.1068
289	ATL_se0_ag2_f_01	401.7962	Um,	402.5644
290	ATL_se0_ag2_f_01	402.5644	(pause 0.25)	402.8114
291	ATL_se0_ag2_f_01	402.8114	/RD-NAME-2/, I met her at /RD-WORK-6/. She came in to	406.9887
292	ATL_se0_ag2_f_01	406.9887	(pause 0.56)	407.5444
293	ATL_se0_ag2_f_01	407.5444	get a job, and I was working there. She's a little bit younger than me.	412.4381
294	ATL_se0_ag2_f_01	412.4381	(pause 0.14)	412.5821
295	ATL_se0_ag2_f_01	412.5821	But, um, we connected on	414.1465
296	ATL_se0_ag2_f_01	414.1465	(pause 0.29)	414.4346
297	ATL_se0_ag2_f_01	414.4346	the purs-	414.9269
298	ATL_se0_ag2_f_01	414.9269	(pause 0.11)	415.0357
299	ATL_se0_ag2_f_01	415.0357	purpose of us both living in New York even though she's from the Bronx.	418.8838
300	ATL_se0_ag2_f_01	418.8838	(pause 0.71)	419.5917
301	ATL_se0_ag2_f_01	419.5917	And, um,	421.2291
302	ATL_se0_ag2_f_01	421.2291	(pause 0.38)	421.6078
303	ATL_se0_ag2_f_01	421.6078	yeah that's about it. She's cool, and her parents are from the Caribbean too.	424.5510
304	ATL_se0_ag2_f_01	424.5510	(pause 0.72)	425.2757
305	ATL_se0_ag2_f_01	425.2757	But a different- you know, they're from Jamaica.	427.7590
306	ATL_se0_ag2_f_01	427.7590	(pause 0.19)	427.9528
307	ATL_se0_ag2_f_01	427.9528	And my parents from St. Vincent, so we could kind of like,	430.3505
308	ATL_se0_ag2_f_01	430.3505	(pause 1.03)	431.3838
309	ATL_se0_ag2_f_01	431.3838	I don't know, connect on that part, and she's a go-getter like me.	435.4880
310	ATL_se0_ag2_f_01	435.4880	(pause 0.61)	436.1020
311	ATL_se0_ag2_f_01	436.1020	Need a couple kicks just because she's younger but,	438.6291
312	ATL_se0_ag2_f_01	438.6291	(pause 0.60)	439.2302
313	ATL_se0_ag2_f_01	439.2302	you know,	439.7813
314	ATL_se0_ag2_f_01	439.7813	(pause 0.16)	439.9374
315	ATL_se0_ag2_f_01	439.9374	in the right direction not actual kicks.	441.9820
316	ATL_se0_ag2_f_01	441.9820	(pause 0.50)	442.4791
317	ATL_se0_ag2_f_01	442.4791	But like,	443.2285
318	ATL_se0_ag2_f_01	443.2285	(pause 0.14)	443.3703
319	ATL_se0_ag2_f_01	443.3703	yeah,	443.7154
320	ATL_se0_ag2_f_01	443.7154	(pause 0.11)	443.8242
321	ATL_se0_ag2_f_01	443.8242	I think that's why we connected, and that's where I met her.	445.9617
322	ATL_int_01	446.5188	Okay so you mentioned, um,	448.2701
323	ATL_int_01	448.2701	(pause 0.69)	448.9617
324	ATL_int_01	448.9617	one of your jobs being working at	450.8924
325	ATL_int_01	450.8924	(pause 0.15)	451.0406
326	ATL_int_01	451.0406	/RD-WORK-6/ s-	452.5432
327	ATL_int_01	452.5432	(pause 0.21)	452.7572
328	ATL_int_01	452.7572	store. How long were you working there for?	454.4280
329	ATL_se0_ag2_f_01	455.1860	About a year.	456.3171
330	ATL_se0_ag2_f_01	456.3171	(pause 0.24)	456.5616
331	ATL_se0_ag2_f_01	456.5616	A year and some-	457.8978
332	ATL_se0_ag2_f_01	457.8978	(pause 1.26)	459.1544
333	ATL_se0_ag2_f_01	459.1544	well, yeah like a year and some months, probably like four- four months or so.	463.2644
334	ATL_se0_ag2_f_01	463.2644	(pause 0.56)	463.8196
335	ATL_se0_ag2_f_01	463.8196	I've stopped counting.	464.7316
336	ATL_int_01	465.6762	Okay, okay, cool cool. So um,	468.2071
337	ATL_int_01	468.2071	(pause 0.44)	468.6467
338	ATL_int_01	468.6467	how do you get to work?	469.5858
339	ATL_se0_ag2_f_01	470.2305	<ts>	470.3637
340	ATL_se0_ag2_f_01	470.3637	(pause 0.21)	470.5708
341	ATL_se0_ag2_f_01	470.5708	Usually for me to get to work, I have to take a Uber. 	473.7159
342	ATL_se0_ag2_f_01	473.7159	(pause 0.28)	473.9947
343	ATL_se0_ag2_f_01	473.9947	I take a Uber to work	475.1668
344	ATL_se0_ag2_f_01	475.1668	(pause 0.10)	475.2660
345	ATL_se0_ag2_f_01	475.2660	cause I don't have a car right now.	476.5475
346	ATL_se0_ag2_f_01	476.5475	(pause 0.84)	477.3866
347	ATL_se0_ag2_f_01	477.3866	And I don't have my license, so I am working on	480.7923
348	ATL_se0_ag2_f_01	480.7923	(pause 1.15)	481.9420
349	ATL_se0_ag2_f_01	481.9420	obtaining that- that license, so I could then work on getting me a car.	486.1440
350	ATL_se0_ag2_f_01	486.1440	(pause 0.42)	486.5685
351	ATL_se0_ag2_f_01	486.5685	Cause it's totally different, like in New York you have your	488.7456
352	ATL_se0_ag2_f_01	488.7456	(pause 0.26)	489.0056
353	ATL_se0_ag2_f_01	489.0056	transportation, train station, you don't need none of that extra stuff, everything is kind of on your doorstep.	493.7546
354	ATL_se0_ag2_f_01	493.7546	(pause 0.40)	494.1547
355	ATL_se0_ag2_f_01	494.1547	And out here you have to actually,	496.5069
356	ATL_se0_ag2_f_01	496.5069	(pause 1.02)	497.5301
357	ATL_se0_ag2_f_01	497.5301	um, have a car to get from	499.4304
358	ATL_se0_ag2_f_01	499.4304	(pause 0.30)	499.7309
359	ATL_se0_ag2_f_01	499.7309	place to place cause everything is so far out and expanded.	503.4828
360	ATL_se0_ag2_f_01	503.4828	(pause 1.26)	504.7459
361	ATL_se0_ag2_f_01	504.7459	But yeah, that's what I use. And sometimes my sister will take me and sometimes	508.2076
362	ATL_se0_ag2_f_01	508.2076	(pause 0.15)	508.3612
363	ATL_se0_ag2_f_01	508.3612	you take me. My boyfriend will take me. So,	510.1588
364	ATL_se0_ag2_f_01	510.1588	(pause 0.30)	510.4614
365	ATL_se0_ag2_f_01	510.4614	you.	510.7037
366	ATL_int_01	511.3490	Cool, cool, cool.	512.4856
367	ATL_int_01	512.4856	(pause 0.16)	512.6463
368	ATL_int_01	512.6463	So, um,	513.6131
369	ATL_int_01	513.6131	(pause 1.40)	515.0169
370	ATL_int_01	515.0169	did you eat today? What you have for breakfast?	517.5682
371	ATL_se0_ag2_f_01	518.2186	For breakfast, we did	520.2893
372	ATL_se0_ag2_f_01	520.2893	(pause 0.35)	520.6392
373	ATL_se0_ag2_f_01	520.6392	a dinner thing. <laugh>	522.5071
374	ATL_se0_ag2_f_01	522.5071	(pause 0.49)	523.0001
375	ATL_se0_ag2_f_01	523.0001	We had like, um,	524.5242
376	ATL_se0_ag2_f_01	524.5242	(pause 0.51)	525.0306
377	ATL_se0_ag2_f_01	525.0306	bowties- linguine bowties with, um,	528.5540
378	ATL_se0_ag2_f_01	528.5540	(pause 0.11)	528.6686
379	ATL_se0_ag2_f_01	528.6686	<ts>	528.7592
380	ATL_se0_ag2_f_01	528.7592	(pause 0.13)	528.8909
381	ATL_se0_ag2_f_01	528.8909	tomato sauce, but we cut the peppers up and everything in there	531.7483
382	ATL_se0_ag2_f_01	531.7483	(pause 0.36)	532.1090
383	ATL_se0_ag2_f_01	532.1090	and added some spices and some butter.	534.3444
384	ATL_se0_ag2_f_01	534.3444	(pause 0.37)	534.7108
385	ATL_se0_ag2_f_01	534.7108	And then we also had corn on the cob and black beans	537.9275
386	ATL_se0_ag2_f_01	537.9275	(pause 0.28)	538.2051
