Line	Spkr	StTime	Content	EnTime
117	DCB_se3_ag4_m_02	123.4751	And so there was a lot of school spirit around	127.0754
118	DCB_int_01	127.1302	Hm.	127.4003
119	DCB_se3_ag4_m_02	129.2557	the- the rivalry between	131.1812
120	DCB_se3_ag4_m_02	131.1812	(pause 0.86)	132.0419
121	DCB_se3_ag4_m_02	132.0419	the	132.5161
122	DCB_se3_ag4_m_02	132.5161	(pause 0.50)	133.0188
123	DCB_se3_ag4_m_02	133.0188	school teams, and there were certain schools that had	135.7725
124	DCB_se3_ag4_m_02	135.7725	(pause 0.45)	136.2255
125	DCB_se3_ag4_m_02	136.2255	special and unique rivalries, so	138.1297
126	DCB_se3_ag4_m_02	138.1297	(pause 0.53)	138.6577
127	DCB_se3_ag4_m_02	138.6577	there was a huge rivalry between McKinley Tech and Eastern,	141.6734
128	DCB_se3_ag4_m_02	141.6734	(pause 1.44)	143.1104
129	DCB_se3_ag4_m_02	143.1104	between Coolidge and Roosevelt,	144.8064
130	DCB_se3_ag4_m_02	144.8064	(pause 1.13)	145.9319
131	DCB_se3_ag4_m_02	145.9319	between,	146.9725
132	DCB_se3_ag4_m_02	146.9725	(pause 0.23)	147.1991
133	DCB_se3_ag4_m_02	147.1991	um,	147.8574
134	DCB_se3_ag4_m_02	147.8574	(pause 0.47)	148.3246
135	DCB_se3_ag4_m_02	148.3246	Dunbar and Cardozo,	149.5564
136	DCB_se3_ag4_m_02	149.5564	(pause 0.58)	150.1339
137	DCB_se3_ag4_m_02	150.1339	between Roosevelt and Cardozo.	151.7904
138	DCB_se3_ag4_m_02	151.7904	(pause 0.94)	152.7319
139	DCB_se3_ag4_m_02	152.7319	Um, later on there was a big rivalry between,	155.8678
140	DCB_se3_ag4_m_02	155.8678	(pause 0.95)	156.8205
141	DCB_se3_ag4_m_02	156.8205	uh, Western and Cardozo.	158.8593
142	DCB_se3_ag4_m_02	158.8593	(pause 0.70)	159.5549
143	DCB_se3_ag4_m_02	159.5549	Um,	160.3529
144	DCB_se3_ag4_m_02	160.3529	(pause 0.63)	160.9830
145	DCB_se3_ag4_m_02	160.9830	so	161.6484
146	DCB_se3_ag4_m_02	161.6484	(pause 2.11)	163.7550
147	DCB_se3_ag4_m_02	163.7550	people were very	164.9938
148	DCB_se3_ag4_m_02	164.9938	(pause 0.27)	165.2628
149	DCB_se3_ag4_m_02	165.2628	connected and very loyal to	167.4856
150	DCB_se3_ag4_m_02	167.4856	(pause 0.62)	168.1056
151	DCB_se3_ag4_m_02	168.1056	their-	168.5586
152	DCB_se3_ag4_m_02	168.5586	(pause 0.25)	168.8064
153	DCB_se3_ag4_m_02	168.8064	their- their high schools and- and that- and that's how you-	171.5105
154	DCB_se3_ag4_m_02	171.5105	(pause 0.79)	172.3034
155	DCB_se3_ag4_m_02	172.3034	you- you knew people and so when	174.1651
156	DCB_se3_ag4_m_02	174.1651	(pause 0.40)	174.5657
157	DCB_se3_ag4_m_02	174.5657	you	175.1320
158	DCB_se3_ag4_m_02	175.1320	(pause 0.33)	175.4576
159	DCB_se3_ag4_m_02	175.4576	talk about where'd you go to school,	176.8026
160	DCB_se3_ag4_m_02	176.8026	(pause 0.37)	177.1707
161	DCB_se3_ag4_m_02	177.1707	that also told you something about where they lived and where they grew up.	179.7687
162	DCB_se3_ag4_m_02	179.7687	(pause 1.02)	180.7922
163	DCB_se3_ag4_m_02	180.7922	And	181.2524
164	DCB_se3_ag4_m_02	181.2524	(pause 0.32)	181.5709
165	DCB_se3_ag4_m_02	181.5709	everybody knew somebody at one of the other schools,	183.9140
166	DCB_int_01	183.8149	Yup.	184.0485
167	DCB_se3_ag4_m_02	184.4662	so	185.0891
168	DCB_se3_ag4_m_02	185.0891	(pause 0.57)	185.6555
169	DCB_se3_ag4_m_02	185.6555	that was the way	186.8489
170	DCB_se3_ag4_m_02	186.8489	(pause 0.38)	187.2240
171	DCB_se3_ag4_m_02	187.2240	that you made connections, so	189.4468
172	DCB_se3_ag4_m_02	189.4468	(pause 0.28)	189.7229
173	DCB_se3_ag4_m_02	189.7229	if you say,	190.6715
174	DCB_se3_ag4_m_02	190.6715	(pause 0.64)	191.3157
175	DCB_se3_ag4_m_02	191.3157	um,	191.7970
176	DCB_se3_ag4_m_02	191.7970	(pause 0.64)	192.4383
177	DCB_se3_ag4_m_02	192.4383	I asked you the question where did you go to school?	194.4204
178	DCB_se3_ag4_m_02	194.4204	(pause 0.28)	194.7035
179	DCB_se3_ag4_m_02	194.7035	You say you went to Coolidge, then the next question is, so when did you come out of Coolidge?	197.9882
180	DCB_se3_ag4_m_02	197.9882	(pause 0.35)	198.3392
181	DCB_se3_ag4_m_02	198.3392	And then you tell me when you came out,	199.8541
182	DCB_se3_ag4_m_02	199.8541	(pause 0.24)	200.0948
183	DCB_se3_ag4_m_02	200.0948	so then the- the next response is well you must have been there when	203.5634
184	DCB_se3_ag4_m_02	203.5634	(pause 0.24)	203.8083
185	DCB_se3_ag4_m_02	203.8083	so and so and so and so was there.	205.6559
186	DCB_se3_ag4_m_02	205.6559	(pause 0.19)	205.8470
187	DCB_se3_ag4_m_02	205.8470	Did you know	206.6894
188	DCB_se3_ag4_m_02	206.6894	(pause 0.16)	206.8451
189	DCB_se3_ag4_m_02	206.8451	so and so who lived	208.3954
190	DCB_se3_ag4_m_02	208.3954	(pause 0.21)	208.6078
191	DCB_se3_ag4_m_02	208.6078	over here,	209.6625
192	DCB_se3_ag4_m_02	209.6625	(pause 0.12)	209.7799
193	DCB_se3_ag4_m_02	209.7799	over there,	210.5020
194	DCB_se3_ag4_m_02	210.5020	(pause 0.45)	210.9480
195	DCB_se3_ag4_m_02	210.9480	that sort of thing.	211.5981
196	DCB_se3_ag4_m_02	211.5981	(pause 0.99)	212.5903
197	DCB_se3_ag4_m_02	212.5903	So	213.2486
198	DCB_se3_ag4_m_02	213.2486	(pause 1.03)	214.2751
199	DCB_se3_ag4_m_02	214.2751	it is-	214.9051
200	DCB_se3_ag4_m_02	214.9051	(pause 0.38)	215.2803
201	DCB_se3_ag4_m_02	215.2803	that's how people connect	216.7518
202	DCB_se3_ag4_m_02	216.7518	(pause 1.34)	218.0877
203	DCB_se3_ag4_m_02	218.0877	with- or used to anyway-	219.3194
204	DCB_se3_ag4_m_02	219.3194	(pause 0.48)	219.8008
205	DCB_se3_ag4_m_02	219.8008	connect with one another.	220.9759
206	DCB_se3_ag4_m_02	220.9759	(pause 0.67)	221.6484
207	DCB_se3_ag4_m_02	221.6484	So now we have a bond	222.9621
208	DCB_se3_ag4_m_02	222.9621	(pause 0.32)	223.2807
209	DCB_se3_ag4_m_02	223.2807	because	224.0310
210	DCB_se3_ag4_m_02	224.0310	(pause 0.80)	224.8310
211	DCB_se3_ag4_m_02	224.8310	I know	225.4822
212	DCB_se3_ag4_m_02	225.4822	(pause 0.15)	225.6309
213	DCB_se3_ag4_m_02	225.6309	so and so who went to school with [you,]	227.5068
214	DCB_int_01	227.4006	[Mm-hm.]	227.7758
215	DCB_se3_ag4_m_02	227.8436	and you know them-	228.8205
216	DCB_se3_ag4_m_02	228.8205	(pause 0.20)	229.0188
217	DCB_se3_ag4_m_02	229.0188	you know them too.	229.8753
218	DCB_se3_ag4_m_02	229.8753	(pause 0.33)	230.2009
219	DCB_se3_ag4_m_02	230.2009	And then	230.6186
220	DCB_se3_ag4_m_02	230.6186	(pause 0.25)	230.8734
221	DCB_se3_ag4_m_02	230.8734	you ask about somebody else,	232.1547
222	DCB_se3_ag4_m_02	232.1547	(pause 0.28)	232.4379
223	DCB_se3_ag4_m_02	232.4379	and then there's somebody that you know that went to school with me,	234.9126
224	DCB_se3_ag4_m_02	234.9126	(pause 0.23)	235.1391
225	DCB_se3_ag4_m_02	235.1391	and so now we're talking about	236.9513
226	DCB_se3_ag4_m_02	236.9513	(pause 0.38)	237.3265
227	DCB_se3_ag4_m_02	237.3265	all the people that we know and the ways in which we were connected	240.2996
228	DCB_se3_ag4_m_02	240.2996	(pause 1.65)	241.9532
229	DCB_se3_ag4_m_02	241.9532	to- to one another through the people we know.	243.7158
230	DCB_int_01	245.8041	And that's probably where it came from.	247.8120
231	DCB_se3_ag4_m_02	247.8187	Mm-hm.	248.2363
232	DCB_se3_ag4_m_02	248.2363	(pause 0.70)	248.9371
233	DCB_se3_ag4_m_02	248.9371	Mm-hm.	249.3548
234	DCB_int_01	249.4751	That makes a lot of sense.	250.7140
235	DCB_se3_ag4_m_02	250.7140	[Mm-hm.]	251.0821
236	DCB_int_01	250.9334	[I come] from a small town, and we have	252.6401
237	DCB_int_01	253.2807	our two high schools	254.3708
238	DCB_int_01	254.3708	(pause 0.25)	254.6257
239	DCB_int_01	254.6257	<clears throat> so the night of the big football game,	257.0608
240	DCB_int_01	257.0608	(pause 0.23)	257.2874
241	DCB_int_01	257.2874	city-	257.6555
242	DCB_int_01	257.6555	(pause 0.24)	257.8932
243	DCB_int_01	257.8932	the city- I mean everybody's [at the] football [game.]	259.9036
244	DCB_se3_ag4_m_02	258.9904	[/?/]	259.2382
245	DCB_se3_ag4_m_02	259.2382	(pause 0.34)	259.5780
246	DCB_se3_ag4_m_02	259.5780	[Right.]	259.8682
247	DCB_se3_ag4_m_02	260.1160	Right.	260.3213
248	DCB_int_01	260.3000	And so one	260.9442
249	DCB_int_01	261.1637	year we were in the I guess semi finals and we played in the Georgia Dome.	264.6294
250	DCB_se3_ag4_m_02	264.8064	Mm-hm.	265.0966
251	DCB_int_01	265.1108	And so the [t-shirts] says whoever- whoever is the last one, turn off the light	268.3671
252	DCB_se3_ag4_m_02	265.4435	[Wow.]	265.7904
253	DCB_se3_ag4_m_02	268.5936	[<laugh>]	269.3794
254	DCB_int_01	268.7847	[and we'll see you at] the Dome. Like everybody-	270.8559
255	DCB_int_01	271.1037	we drove four hours for everybody to go see these two teams that are five miles apart from [each other]	275.9740
256	DCB_se3_ag4_m_02	275.5988	[Right.]	275.8324
257	DCB_int_01	276.2755	go play	276.9480
258	DCB_se3_ag4_m_02	277.2453	Right.	277.5214
259	DCB_int_01	277.7833	in the Dome we drove five hours- four hours to go see them	280.1406
260	DCB_int_01	280.1406	(pause 0.20)	280.3388
261	DCB_int_01	280.3388	play	280.7210
262	DCB_int_01	280.7210	(pause 0.43)	281.1529
263	DCB_int_01	281.1529	and but that was just how big- so I understand like-	283.7691
264	DCB_int_01	283.7691	(pause 0.19)	283.9639
265	DCB_int_01	283.9639	I understand rivalries [and-] and- and that makes a lot of sense. [And- and] so	288.4490
266	DCB_se3_ag4_m_02	285.4363	[Mm-hm.]	285.9035
267	DCB_se3_ag4_m_02	285.9035	(pause 1.82)	287.7269
268	DCB_se3_ag4_m_02	287.7269	[Mm-hm.]	288.1092
269	DCB_int_01	288.8312	but also the- the importance of connection. I think you going back to the- the whole city and	292.9624
270	DCB_int_01	292.9624	(pause 0.23)	293.1889
271	DCB_int_01	293.1889	and people being connected, [right?]	294.8431
272	DCB_se3_ag4_m_02	294.3569	[Yes.]	294.7958
273	DCB_se3_ag4_m_02	294.9516	Yup.	295.2064
274	DCB_int_01	295.2843	Um, and- and you're not the first person to say that to me that it's really about	299.3800
275	DCB_int_01	299.3800	(pause 0.68)	300.0637
276	DCB_int_01	300.0637	cause I need to know who you know.	301.2530
277	DCB_int_01	301.2530	(pause 0.31)	301.5645
278	DCB_int_01	301.5645	[I need to know,]	302.2936
279	DCB_se3_ag4_m_02	301.5716	[Mm-hm.]	301.9751
280	DCB_int_01	302.8387	and- and so neighborhoods are really important.	304.5376
281	DCB_se3_ag4_m_02	304.5518	Neighborhoods [are important.]	305.3588
282	DCB_int_01	304.9341	[Cause I need to] know who you know and how you know them [and who you] live with [and] who live- [live-]	309.2988
283	DCB_se3_ag4_m_02	307.2389	[Right.]	307.4866
284	DCB_se3_ag4_m_02	307.4866	(pause 0.59)	308.0812
285	DCB_se3_ag4_m_02	308.0812	[Right.]	308.3715
286	DCB_se3_ag4_m_02	308.3715	(pause 0.40)	308.7679
287	DCB_se3_ag4_m_02	308.7679	[Cause that's validation.]	309.7943
288	DCB_int_01	310.0209	/?/	310.1908
289	DCB_int_01	310.1908	(pause 0.38)	310.5660
290	DCB_int_01	310.5660	I need to know. Are you legit?	311.7008
291	DCB_se3_ag4_m_02	311.6673	/-git./ Yeah.	312.2690
292	DCB_se3_ag4_m_02	312.5734	That's right.	312.9911
