Line	Spkr	StTime	Content	EnTime
78	ATL_se0_ag1_f_01	89.3158	(pause 0.25)	89.5639
79	ATL_se0_ag1_f_01	89.5639	[Think he at /Grady back/.]	90.4658
80	ATL_int_01	89.5639	[Wow that-]	90.4199
81	ATL_int_01	91.1828	that's a hell of a connection.	92.4730
82	ATL_int_01	92.4730	(pause 0.47)	92.9445
83	ATL_int_01	92.9445	Let's see-	93.4717
84	ATL_int_01	93.4717	(pause 1.62)	95.0925
85	ATL_int_01	95.0925	And, uh,	95.9175
86	ATL_int_01	95.9175	(pause 0.85)	96.7672
87	ATL_int_01	96.7672	if you didn't know already, my name is /RD-NAME-3/ and I will be,	100.1664
88	ATL_int_01	100.1664	(pause 0.75)	100.9132
89	ATL_int_01	100.9132	the interviewer of the day.	102.2710
90	ATL_int_01	102.2710	(pause 0.74)	103.0154
91	ATL_int_01	103.0154	And, um,	104.1319
92	ATL_int_01	104.1319	(pause 0.14)	104.2745
93	ATL_int_01	104.2745	today is	105.6950
94	ATL_int_01	105.6950	(pause 0.32)	106.0194
95	ATL_int_01	106.0194	I believe the twenty-sixth of January?	108.4571
96	ATL_se0_ag1_f_01	108.6928	Yep.	109.1332
97	ATL_int_01	109.5984	Okay.	110.0885
98	ATL_int_01	110.0885	(pause 0.96)	111.0455
99	ATL_int_01	111.0455	And, um,	111.9449
100	ATL_int_01	111.9449	(pause 1.24)	113.1856
101	ATL_int_01	113.1856	the person I'm interviewing is	115.0154
102	ATL_int_01	115.0154	(pause 0.84)	115.8589
103	ATL_int_01	115.8589	friend of family, uh	117.7508
104	ATL_int_01	117.7508	(pause 1.30)	119.0553
105	ATL_int_01	119.0553	I've- I call her my sister.	120.5253
106	ATL_int_01	120.5253	(pause 1.05)	121.5798
107	ATL_int_01	121.5798	You know.	122.0383
108	ATL_int_01	122.0383	(pause 0.47)	122.5044
109	ATL_int_01	122.5044	She the folk around here, so.	124.3032
110	ATL_int_01	124.3032	(pause 0.65)	124.9498
111	ATL_int_01	124.9498	As we're continuing, um,	126.8913
112	ATL_int_01	126.8913	(pause 1.02)	127.9086
113	ATL_int_01	127.9086	let's see, the recording equipment we're using	130.3233
114	ATL_int_01	130.3233	(pause 0.67)	130.9932
115	ATL_int_01	130.9932	is the Zoom Handy H five recorder.	134.6591
116	ATL_int_01	134.6591	(pause 0.26)	134.9153
117	ATL_int_01	134.9153	Okay, so now I'm finna get into some more	137.2351
118	ATL_int_01	137.2351	(pause 0.45)	137.6879
119	ATL_int_01	137.6879	general	138.2765
120	ATL_int_01	138.2765	(pause 0.27)	138.5482
121	ATL_int_01	138.5482	topics, or whatever.	139.7845
122	ATL_int_01	139.7845	(pause 0.78)	140.5599
123	ATL_int_01	140.5599	Um, do you have any siblings?	142.4233
124	ATL_se0_ag1_f_01	143.0366	I have four brothers	144.5664
125	ATL_se0_ag1_f_01	144.5664	(pause 0.15)	144.7162
126	ATL_se0_ag1_f_01	144.7162	and two sisters.	146.1505
127	ATL_int_01	146.1574	God damn.	146.6529
128	ATL_int_01	146.6529	(pause 0.49)	147.1386
129	ATL_int_01	147.1386	<laugh>	147.5169
130	ATL_se0_ag1_f_01	147.5107	Yes.	148.2675
131	ATL_int_01	148.3605	<laugh>	149.1545
132	ATL_int_01	149.1545	(pause 0.80)	149.9547
133	ATL_int_01	149.9547	Okay, um	151.2014
134	ATL_int_01	151.2014	(pause 1.54)	152.7422
135	ATL_int_01	152.7422	are you close to any of your aunts, your uncles, grandparents, cousins?	156.5756
136	ATL_se0_ag1_f_01	157.4830	Psh,	158.0351
137	ATL_se0_ag1_f_01	158.0351	(pause 0.42)	158.4569
138	ATL_se0_ag1_f_01	158.4569	all of 'em.	159.3687
139	ATL_se0_ag1_f_01	159.3687	(pause 0.20)	159.5734
140	ATL_se0_ag1_f_01	159.5734	But everybody just pretty much got they own thing going on, so. You know when you grow older,	163.9837
141	ATL_int_01	164.1033	Mm-hm.	164.6120
142	ATL_se0_ag1_f_01	165.0586	and you just, you know, start	166.8264
143	ATL_se0_ag1_f_01	166.8264	(pause 0.62)	167.4467
144	ATL_se0_ag1_f_01	167.4467	pretty much yeah. Doing your own thing, yeah.	169.4440
145	ATL_se0_ag1_f_01	169.4440	(pause 0.81)	170.2584
146	ATL_se0_ag1_f_01	170.2584	Can't really link up how you used to, but that don't mean we not close.	173.5459
147	ATL_int_01	173.6700	Ah, nah. Everybody got a life to live.	175.4316
148	ATL_int_01	175.4316	(pause 1.21)	176.6368
149	ATL_int_01	176.6368	But that's cool man. But when, uh, um, next time you think y'all having a family reunion?	180.6004
150	ATL_se0_ag1_f_01	180.7865	We [just] had one in July.	182.7546
151	ATL_int_01	180.8671	[Oh.]	181.1897
152	ATL_int_01	182.7857	Okay.	183.3191
153	ATL_se0_ag1_f_01	183.7223	Twenty-sixteen, so.	185.2172
154	ATL_int_01	185.4124	[/Still been a while/.]	186.6066
155	ATL_se0_ag1_f_01	185.7506	[It might be twenty-]	186.7555
156	ATL_se0_ag1_f_01	187.2659	twenty-eighteen, before we have another one.	189.2261
157	ATL_int_01	189.3873	Okay.	189.8091
158	ATL_se0_ag1_f_01	190.4418	<cough>	190.8999
159	ATL_se0_ag1_f_01	190.8999	(pause 0.12)	191.0190
160	ATL_se0_ag1_f_01	191.0190	[Excuse me.]	191.6886
161	ATL_int_01	191.0598	[How was it?]	191.6948
162	ATL_se0_ag1_f_01	192.4640	<ts>	192.6500
163	ATL_se0_ag1_f_01	192.6500	(pause 0.20)	192.8547
164	ATL_se0_ag1_f_01	192.8547	It wasn't as big as I thought it would be.	195.1020
165	ATL_int_01	195.1950	[Mm.]	195.5858
166	ATL_se0_ag1_f_01	195.3935	[It was] like everybody- It wasn't good timing.	197.9044
167	ATL_se0_ag1_f_01	198.0235	People wasn't-	198.6748
168	ATL_int_01	199.0268	[Ah.]	199.5789
169	ATL_se0_ag1_f_01	199.3990	[A lot of] people didn't really show up.	200.8753
170	ATL_int_01	201.0055	[Yeah.]	201.3095
171	ATL_se0_ag1_f_01	201.1668	[But] we still enjoyed the people that we did have.	203.7596
172	ATL_int_01	204.0033	Oh no [that's what's up.]	205.2935
173	ATL_se0_ag1_f_01	204.6484	[And it was more so] the older people. And that's who you wanna see before they check out, you know.	208.6741
174	ATL_int_01	208.6741	<laugh>	209.8278
175	ATL_int_01	209.8278	(pause 1.05)	210.8800
176	ATL_int_01	210.8800	No that's for real. /That man-/	212.5279
177	ATL_int_01	212.5279	(pause 0.21)	212.7388
178	ATL_int_01	212.7388	Fucking broke some shit over here.	214.1893
179	ATL_int_01	214.1893	(pause 0.62)	214.8131
180	ATL_int_01	214.8131	Let's see	215.5239
181	ATL_int_01	215.5239	(pause 1.76)	217.2811
182	ATL_int_01	217.2811	Um, let's see, um, blah, blah, blah, blah, blah.	220.8688
183	ATL_int_01	220.8688	(pause 1.02)	221.8917
184	ATL_int_01	221.8917	Why thank you.	222.8080
185	ATL_int_01	222.8080	(pause 0.80)	223.6079
186	ATL_int_01	223.6079	Thank you.	224.1806
187	ATL_int_01	224.1806	(pause 2.96)	227.1411
188	ATL_int_01	227.1411	So, um-	227.9041
189	ATL_se0_ag1_f_01	227.9227	<cough> Ooh, excuse me	229.1075
190	ATL_int_01	229.0951	Four [siblings], um,	231.1544
191	ATL_se0_ag1_f_01	229.3680	[<cough>]	229.6471
192	ATL_int_01	233.5940	I know you say you had a lot of- what? Four brothers, two sister-	236.6582
193	ATL_int_01	236.6582	(pause 1.23)	237.8863
194	ATL_int_01	237.8863	Um,	238.3757
195	ATL_int_01	238.3757	(pause 0.19)	238.5628
196	ATL_int_01	238.5628	who's younger,	239.4947
197	ATL_int_01	239.4947	(pause 0.30)	239.7924
198	ATL_int_01	239.7924	or older, or where you reside in the mix?	242.1557
199	ATL_se0_ag1_f_01	242.5899	I'm	243.3157
200	ATL_se0_ag1_f_01	243.3157	(pause 0.18)	243.4956
201	ATL_se0_ag1_f_01	243.4956	the oldest girl.	244.7019
202	ATL_se0_ag1_f_01	244.7019	(pause 0.25)	244.9503
203	ATL_se0_ag1_f_01	244.9503	And the second oldest	246.3321
204	ATL_se0_ag1_f_01	246.3321	(pause 0.12)	246.4500
205	ATL_se0_ag1_f_01	246.4500	out of them. I only got one big brother. Everybody else younger than me.	249.5824
206	ATL_se0_ag1_f_01	249.5824	(pause 0.37)	249.9484
207	ATL_se0_ag1_f_01	249.9484	And me and him are only seven months.	251.9400
208	ATL_se0_ag1_f_01	251.9400	(pause 0.22)	252.1646
209	ATL_se0_ag1_f_01	252.1646	Then you got /RD-NAME-3/, eighteen.	254.1806
210	ATL_int_01	254.2674	Uh-huh.	254.5837
211	ATL_se0_ag1_f_01	254.5775	And then I got twins.	256.0867
212	ATL_se0_ag1_f_01	256.8283	[They're eleven.] Then I got /RD-NAME-2/, he's four.	259.9369
213	ATL_int_01	256.8416	[Mm-hm.]	257.1161
214	ATL_se0_ag1_f_01	260.4790	And /RD-NAME-2/ is only	261.9791
215	ATL_se0_ag1_f_01	261.9791	(pause 0.39)	262.3683
216	ATL_se0_ag1_f_01	262.3683	October, November, December, January, February, /March/- She's only four months.	266.5248
217	ATL_int_01	267.9055	Okay. Out of all of those you got a favorite?	269.9265
218	ATL_se0_ag1_f_01	271.5846	Can't really put a name on it, [but] you know, /RD-NAME-3.	275.8415
219	ATL_int_01	273.4074	[<laugh>]	273.8716
220	ATL_int_01	273.8716	(pause 1.95)	275.8184
221	ATL_int_01	275.8184	Hey, okay.	277.4317
222	ATL_se0_ag1_f_01	277.4657	Cause we the closest.	279.4809
223	ATL_int_01	279.5998	Nah, definitely.	280.3754
224	ATL_se0_ag1_f_01	280.7716	But-	281.3491
225	ATL_se0_ag1_f_01	281.3491	(pause 0.24)	281.5920
226	ATL_se0_ag1_f_01	281.5920	And my big brother, he grew up	283.2789
227	ATL_se0_ag1_f_01	283.2789	(pause 0.65)	283.9299
228	ATL_se0_ag1_f_01	283.9299	with his mom so,	285.2885
229	ATL_se0_ag1_f_01	285.2885	(pause 0.39)	285.6791
230	ATL_se0_ag1_f_01	285.6791	ev- and then the other four	287.2698
231	ATL_se0_ag1_f_01	287.2698	(pause 0.40)	287.6712
232	ATL_se0_ag1_f_01	287.6712	they just so much younger so.	289.5336
233	ATL_se0_ag1_f_01	289.5336	(pause 0.42)	289.9582
234	ATL_se0_ag1_f_01	289.9582	[And then] personally, me and /RD-NAME-3/ just always had a bond.	292.9981
235	ATL_int_01	289.9639	[<cough>]	290.3346
236	ATL_int_01	293.9486	Okay. Did you feel like	295.2537
237	ATL_int_01	295.2537	(pause 0.19)	295.4477
238	ATL_int_01	295.4477	/RD-NAME-3/ got away with more things than you did? Or you got away with more things than she did?	299.8442
239	ATL_se0_ag1_f_01	300.3392	Um,	301.1600
240	ATL_int_01	301.2213	<cough>	301.6129
241	ATL_se0_ag1_f_01	303.2772	I feel like she did	304.7053
242	ATL_se0_ag1_f_01	304.7053	(pause 0.27)	304.9754
243	ATL_se0_ag1_f_01	304.9754	[because]	306.2263
244	ATL_int_01	305.0254	[<cough>]	305.2860
245	ATL_se0_ag1_f_01	307.5676	I don't know. /RD-NAME-3/	308.9004
246	ATL_se0_ag1_f_01	308.9004	(pause 0.09)	308.9882
247	ATL_se0_ag1_f_01	308.9882	/RD-NAME-3/ could get away with murder.	310.4943
248	ATL_se0_ag1_f_01	310.4943	(pause 0.17)	310.6641
249	ATL_se0_ag1_f_01	310.6641	And Zaria-	311.7510
250	ATL_se0_ag1_f_01	311.7510	(pause 0.31)	312.0561
251	ATL_se0_ag1_f_01	312.0561	Zaria conscious is not like mine. I-	314.2419
252	ATL_se0_ag1_f_01	314.2419	(pause 0.15)	314.3882
253	ATL_se0_ag1_f_01	314.3882	I care.	314.9602
254	ATL_int_01	315.4074	[Mm.]	315.5489
255	ATL_se0_ag1_f_01	315.5043	[/RD-NAME-3/] got a I don't give a fuck mindset.	317.6321
256	ATL_int_01	317.7623	Yeah.	318.2718
257	ATL_se0_ag1_f_01	318.4694	And sometimes I'm like that too,	320.1224
258	ATL_se0_ag1_f_01	320.1224	(pause 0.13)	320.2526
259	ATL_se0_ag1_f_01	320.2526	[but]	320.7168
260	ATL_int_01	320.4167	[Mm-hm.]	320.6889
261	ATL_se0_ag1_f_01	321.0734	more so her, cause she don't even care.	323.3207
262	ATL_int_01	324.0845	Oh, cool, cool, cool.	325.4694
263	ATL_int_01	325.4694	(pause 0.49)	325.9639
264	ATL_int_01	325.9639	So we- we speaking on,	327.5149
265	ATL_int_01	327.5149	(pause 1.13)	328.6414
266	ATL_int_01	328.6414	you know, fam, and that's good that you got a good relationship	331.5789
267	ATL_int_01	331.5789	(pause 0.80)	332.3771
268	ATL_int_01	332.3771	with them.	333.0168
269	ATL_int_01	333.0168	(pause 0.24)	333.2545
270	ATL_int_01	333.2545	What about, um,	334.3641
271	ATL_int_01	334.3641	(pause 0.38)	334.7490
272	ATL_int_01	334.7490	your relationship as far as your friends and stuff like that?	337.5563
273	ATL_se0_ag1_f_01	338.4564	Um, I'm not really a friend person.	340.6358
274	ATL_se0_ag1_f_01	340.6358	(pause 0.37)	341.0037
275	ATL_se0_ag1_f_01	341.0037	I have so much family, like	342.5317
276	ATL_se0_ag1_f_01	342.5317	(pause 0.54)	343.0694
277	ATL_se0_ag1_f_01	343.0694	we so close. I got one cousin, I got one friend-	345.9735
278	ATL_int_01	345.9565	Mm-hm.	346.4037
279	ATL_se0_ag1_f_01	346.4094	And then I got my sister.	347.7566
280	ATL_int_01	347.8529	That's beautiful.	348.6111
281	ATL_int_01	348.6111	(pause 0.31)	348.9166
282	ATL_int_01	348.9166	You can count them all on a hand. That's-	350.3488
283	ATL_int_01	350.3488	(pause 0.18)	350.5299
284	ATL_int_01	350.5299	I mean might have	351.4017
285	ATL_int_01	351.4017	(pause 0.35)	351.7527
286	ATL_int_01	351.7527	some good quality over quantity.	353.7736
287	ATL_int_01	353.7736	(pause 0.62)	354.3901
288	ATL_int_01	354.3901	[That's how I would] look at it.	355.4431
289	ATL_se0_ag1_f_01	354.4015	[Hell yeah.]	355.0977
290	ATL_int_01	355.9922	Um,	356.6658
291	ATL_se0_ag1_f_01	356.8008	And [they] the only ones who stayed down [like] hey.	359.9992
292	ATL_int_01	356.9266	was-	357.2430
293	ATL_int_01	357.2430	(pause 2.00)	359.2403
294	ATL_int_01	359.2403	[<laugh>]	359.6497
295	ATL_se0_ag1_f_01	360.1335	[Everybody], let's go.	361.3493
296	ATL_int_01	360.3134	[So-]	360.6235
297	ATL_int_01	361.4299	So your one friend in- in particular,	363.7392
298	ATL_int_01	363.7392	(pause 0.28)	364.0183
299	ATL_int_01	364.0183	um, what do you do together	365.4636
300	ATL_int_01	365.4636	(pause 0.18)	365.6435
301	ATL_int_01	365.6435	with that friend?	366.5615
302	ATL_se0_ag1_f_01	367.8415	<ts>	367.9470
303	ATL_se0_ag1_f_01	367.9470	(pause 0.27)	368.2133
304	ATL_se0_ag1_f_01	368.2133	Smoke,	369.1522
305	ATL_se0_ag1_f_01	369.1522	(pause 0.12)	369.2740
306	ATL_se0_ag1_f_01	369.2740	[workout], eat.	370.8495
307	ATL_int_01	369.2740	[Okay.]	369.8136
308	ATL_int_01	370.9302	Yeah.	371.3954
309	ATL_se0_ag1_f_01	372.3940	Talk about boys.	373.8641
310	ATL_int_01	373.9094	[Yeah.]	374.5421
311	ATL_se0_ag1_f_01	374.1017	[/?/]	374.7851
312	ATL_int_01	375.8509	[How- how'd-]	376.3639
313	ATL_se0_ag1_f_01	376.0509	[Just chill.]	376.9240
314	ATL_int_01	376.9220	how'd you meet him?	377.6001
315	ATL_se0_ag1_f_01	378.3258	Sixth grade. At /RD-SCHOOL-6/.	380.9080
316	ATL_int_01	381.0755	Uh, okay, okay. That's	383.5753
317	ATL_int_01	383.5753	(pause 0.73)	384.3072
318	ATL_int_01	384.3072	over a decade right about there.	386.1991
319	ATL_int_01	386.1991	(pause 0.82)	387.0197
320	ATL_int_01	387.0197	Damn near.	387.6090
321	ATL_se0_ag1_f_01	387.6338	Yep.	388.0898
322	ATL_int_01	388.8247	Let's see, um,	390.2638
323	ATL_int_01	390.2638	(pause 2.38)	392.6413
324	ATL_int_01	392.6413	since you said something about, um,	394.5704
325	ATL_int_01	394.5704	(pause 0.19)	394.7565
326	ATL_int_01	394.7565	about school.	396.0777
327	ATL_int_01	396.0777	(pause 0.29)	396.3692
328	ATL_int_01	396.3692	How was school for you	397.3926
329	ATL_int_01	397.3926	(pause 0.17)	397.5674
330	ATL_int_01	397.5674	coming up?	398.0564
331	ATL_se0_ag1_f_01	398.9830	<ts>	399.0817
332	ATL_se0_ag1_f_01	399.0817	(pause 0.17)	399.2554
333	ATL_se0_ag1_f_01	399.2554	Um,	400.0804
334	ATL_se0_ag1_f_01	400.0804	(pause 0.47)	400.5540
335	ATL_se0_ag1_f_01	400.5540	school was	401.7698
336	ATL_se0_ag1_f_01	401.7698	(pause 0.40)	402.1707
337	ATL_se0_ag1_f_01	402.1707	what-	402.8779
338	ATL_se0_ag1_f_01	402.8779	(pause 0.37)	403.2500
339	ATL_se0_ag1_f_01	403.2500	what you made it at my school. When I went to /RD-SCHOOL-3/ el- Well /RD-SCHOOL-3/ middle and high. And I went to /RD-SCHOOL-2/ elementary and it was like	409.5267
340	ATL_se0_ag1_f_01	409.5267	(pause 0.44)	409.9628
341	ATL_se0_ag1_f_01	409.9628	in the beginning,	410.8684
342	ATL_se0_ag1_f_01	410.8684	(pause 0.65)	411.5135
343	ATL_se0_ag1_f_01	411.5135	it was good. It was a excellent school you know. We was all	414.5095
344	ATL_se0_ag1_f_01	414.5095	(pause 0.10)	414.6105
345	ATL_se0_ag1_f_01	414.6105	cool. And then you got folks moving in from crazy areas. Then you got everybody else. Around my area growing up, venturing out and stuff.	421.8201
346	ATL_int_01	421.8697	[Mm-hm.]	422.3411
347	ATL_se0_ag1_f_01	422.2791	[So] it's like,	423.1336
348	ATL_se0_ag1_f_01	423.5755	one day you might have-	424.8285
349	ATL_se0_ag1_f_01	424.8285	(pause 0.53)	425.3619
350	ATL_se0_ag1_f_01	425.3619	We might make-	426.2738
351	ATL_se0_ag1_f_01	426.2738	(pause 0.27)	426.5485
352	ATL_se0_ag1_f_01	426.5485	What is it called? The, um,	428.2729
353	ATL_se0_ag1_f_01	428.2729	(pause 0.32)	428.5893
354	ATL_se0_ag1_f_01	428.5893	we might meet all our criterias, or something then the next day,	431.3681
355	ATL_se0_ag1_f_01	431.3681	(pause 0.35)	431.7155
356	ATL_se0_ag1_f_01	431.7155	they want a food fight,	432.7390
357	ATL_se0_ag1_f_01	432.7390	(pause 0.19)	432.9269
358	ATL_se0_ag1_f_01	432.9269	or something like that.	433.8945
359	ATL_int_01	434.0930	Mm-hm.	434.5148
360	ATL_int_01	434.5148	(pause 0.43)	434.9428
361	ATL_int_01	434.9428	[<laugh>]	436.5990
362	ATL_se0_ag1_f_01	435.3646	[Or],	435.7802
363	ATL_se0_ag1_f_01	435.7802	(pause 0.63)	436.4129
364	ATL_se0_ag1_f_01	436.4129	[or] the next day you know, you got these gang members quote unquote. Coming in and out of the school. We like, who are y'all? Where'd y'all come from?	444.1311
365	ATL_int_01	444.2694	So /wrong way/ um,	445.7271
366	ATL_int_01	445.7271	(pause 0.42)	446.1426
367	ATL_int_01	446.1426	I guess, what grade was that happening?	448.0283
368	ATL_se0_ag1_f_01	448.7292	That was like seventh grade.	450.4164
369	ATL_int_01	450.5033	Okay.	450.9065
370	ATL_int_01	450.9065	(pause 0.20)	451.1111
371	ATL_int_01	451.1111	Damn.	451.6198
372	ATL_int_01	451.6198	(pause 0.30)	451.9193
373	ATL_int_01	451.9193	Early.	452.3472
374	ATL_int_01	452.3472	(pause 0.20)	452.5445
375	ATL_int_01	452.5445	<laugh>	453.3646
376	ATL_se0_ag1_f_01	454.4563	Seventh grade you start having all the /ratchetness/.	457.2352
377	ATL_int_01	457.6712	Okay, okay, okay, let's see, um.	460.3492
378	ATL_int_01	460.3492	(pause 1.71)	462.0567
379	ATL_int_01	462.0567	How many students used to go?	463.5329
380	ATL_int_01	463.5329	(pause 1.35)	464.8870
381	ATL_int_01	464.8870	How big were y'all classes and shit?	466.6329
382	ATL_se0_ag1_f_01	467.7899	Well,	468.3482
383	ATL_se0_ag1_f_01	468.3482	(pause 0.32)	468.6726
384	ATL_se0_ag1_f_01	468.6726	I always-	469.4541
385	ATL_se0_ag1_f_01	469.4541	(pause 0.57)	470.0248
386	ATL_se0_ag1_f_01	470.0248	Well when I got in high school, I took, um,	472.0469
387	ATL_se0_ag1_f_01	472.0469	(pause 0.18)	472.2268
388	ATL_se0_ag1_f_01	472.2268	AP classes. but throughout middle school,	474.9269
389	ATL_int_01	475.0670	Mkay.	475.4603
390	ATL_se0_ag1_f_01	475.4851	it was like thirty and	476.8250
391	ATL_se0_ag1_f_01	476.8250	(pause 0.09)	476.9170
392	ATL_se0_ag1_f_01	476.9170	forty kids in a classroom.	478.8099
393	ATL_int_01	478.8973	[/unintelligible/]	479.7378
394	ATL_se0_ag1_f_01	479.1324	[It used to be] so hot.	480.9662
395	ATL_int_01	480.8649	[<laugh>]	481.9193
396	ATL_se0_ag1_f_01	481.8201	[But] in high school, I only had maybe like,	483.6189
397	ATL_se0_ag1_f_01	483.9043	ten, eleven people in my class.	485.6721
398	ATL_int_01	485.9388	Oh, okay.	486.9623
399	ATL_se0_ag1_f_01	487.1254	Sometime- twenty at the most.	489.0607
400	ATL_int_01	489.2840	Okay. That's a good day.	490.4253
401	ATL_int_01	490.4253	(pause 0.19)	490.6176
402	ATL_int_01	490.6176	Twenty at the most.	491.6225
403	ATL_int_01	491.6225	(pause 1.16)	492.7780
404	ATL_int_01	492.7780	What, um,	493.8325
405	ATL_int_01	493.8325	(pause 0.45)	494.2791
406	ATL_int_01	494.2791	what kind of subjects did you take?	495.5445
407	ATL_se0_ag1_f_01	497.2751	Of course the basics. Math, reading and science, social studies.	501.1212
408	ATL_se0_ag1_f_01	501.1212	(pause 0.41)	501.5321
409	ATL_se0_ag1_f_01	501.5321	Then I got, [um],	502.8967
410	ATL_int_01	502.5245	[Gotta] have that.	503.3681
411	ATL_se0_ag1_f_01	503.6659	<ts>	503.7403
412	ATL_se0_ag1_f_01	503.7403	(pause 0.20)	503.9450
413	ATL_se0_ag1_f_01	503.9450	biology and AP geometry, and	507.5817
414	ATL_se0_ag1_f_01	507.5817	(pause 0.46)	508.0407
415	ATL_se0_ag1_f_01	508.0407	AP	509.0952
416	ATL_se0_ag1_f_01	509.0952	(pause 0.74)	509.8396
