Line	Spkr	StTime	Content	EnTime
160	ATL_int_01	220.2558	(pause 0.86)	221.1137
161	ATL_int_01	221.1137	Um,	221.8642
162	ATL_int_01	221.8642	(pause 1.83)	223.6941
163	ATL_int_01	223.6941	let's see	224.9346
164	ATL_int_01	224.9346	(pause 0.42)	225.3502
165	ATL_int_01	225.3502	what about a crew?	226.4240
166	ATL_int_01	226.4240	(pause 0.16)	226.5804
167	ATL_int_01	226.5804	You got a particular crew you hang with now?	228.8257
168	ATL_se0_ag1_f_03	230.0538	Um,	230.7796
169	ATL_se0_ag1_f_03	230.7796	(pause 0.55)	231.3316
170	ATL_se0_ag1_f_03	231.3316	I wouldn't say we a crew like,	232.6667
171	ATL_se0_ag1_f_03	232.6667	(pause 0.14)	232.8035
172	ATL_se0_ag1_f_03	232.8035	we're cool, like I have-	233.9138
173	ATL_int_01	234.4287	You got friends.	235.1606
174	ATL_se0_ag1_f_03	235.1792	Friends.	236.0104
175	ATL_int_01	236.0228	Okay.	236.5563
176	ATL_se0_ag1_f_03	236.5873	Mm-hm.	236.9842
177	ATL_int_01	238.1026	So what would y'all do on like on a typical weekend?	240.7450
178	ATL_se0_ag1_f_03	241.7003	Uh, on a typical weekend, probably go out.	244.0946
179	ATL_se0_ag1_f_03	244.0946	(pause 0.75)	244.8469
180	ATL_se0_ag1_f_03	244.8469	to a party, or to	246.3009
181	ATL_se0_ag1_f_03	246.3009	(pause 0.14)	246.4416
182	ATL_se0_ag1_f_03	246.4416	a club, or	247.7394
183	ATL_se0_ag1_f_03	247.7394	(pause 0.10)	247.8410
184	ATL_se0_ag1_f_03	247.8410	to a lounge, or go bowling.	249.3378
185	ATL_se0_ag1_f_03	249.3378	(pause 0.12)	249.4557
186	ATL_se0_ag1_f_03	249.4557	Or something, or studio.	250.8141
187	ATL_int_01	251.5646	Okay, [bowling],	252.6892
188	ATL_se0_ag1_f_03	252.0937	[Mm-hm.]	252.6954
189	ATL_int_01	253.3157	studio. Are you, um,	255.1517
190	ATL_int_01	255.1517	(pause 0.30)	255.4557
191	ATL_int_01	255.4557	good in any of those environments? Can you bowl? Can you sing?	259.1358
192	ATL_se0_ag1_f_03	259.7375	I can bowl a little bit.	260.9967
193	ATL_se0_ag1_f_03	260.9967	(pause 0.26)	261.2572
194	ATL_se0_ag1_f_03	261.2572	And I can sing a little bit, but I'm shy. So I won't do no singing in this studio. [<laugh>]	265.8119
195	ATL_int_01	265.0800	[Okay.]	265.8119
196	ATL_int_01	266.5066	Nah that's cool.	267.3750
197	ATL_int_01	267.3750	(pause 0.24)	267.6107
198	ATL_int_01	267.6107	Um,	268.1566
199	ATL_int_01	268.1566	(pause 0.33)	268.4915
200	ATL_int_01	268.4915	let's see	269.2173
201	ATL_int_01	269.2173	(pause 1.43)	270.6520
202	ATL_int_01	270.6520	so I'm assuming that you went to	273.4060
203	ATL_int_01	273.4060	(pause 0.63)	274.0387
204	ATL_int_01	274.0387	middle school and- and high school here.	276.0813
205	ATL_se0_ag1_f_03	276.5217	No.	277.0428
206	ATL_int_01	277.1424	No.	277.4786
207	ATL_se0_ag1_f_03	277.4645	I went to high school out here.	278.6803
208	ATL_int_01	278.7299	You went to high school [out here?]	280.1070
209	ATL_se0_ag1_f_03	279.4565	[Yeah.]	279.8526
210	ATL_int_01	280.7583	What school?	281.3041
211	ATL_se0_ag1_f_03	281.9262	/RD-SCHOOL-3/.	282.6892
212	ATL_int_01	283.2412	Ooh /RD-SCHOOL-3/ of Stone Mountain /a little bit/-	285.7992
213	ATL_int_01	285.7992	(pause 0.13)	285.9282
214	ATL_int_01	285.9282	paid.	286.7211
215	ATL_se0_ag1_f_03	286.7415	[<laugh>]	287.0020
216	ATL_int_01	286.9710	[Okay.]	287.2501
217	ATL_int_01	287.9014	How was, um,	288.9373
218	ATL_int_01	288.9373	(pause 0.57)	289.5080
219	ATL_int_01	289.5080	/RD-SCHOOL-3/. How was that experience?	291.4247
220	ATL_se0_ag1_f_03	291.9457	Um,	292.4977
221	ATL_se0_ag1_f_03	292.4977	(pause 0.67)	293.1633
222	ATL_se0_ag1_f_03	293.1633	I didn't like it at first because I didn't know anybody and I didn't wanna be here.	296.3392
223	ATL_int_01	296.6803	Mm-hm.	297.0153
224	ATL_se0_ag1_f_03	297.2138	But, uh,	298.1938
225	ATL_se0_ag1_f_03	298.1938	(pause 0.26)	298.4543
226	ATL_se0_ag1_f_03	298.4543	After awhile it was cool.	299.7153
227	ATL_se0_ag1_f_03	299.7153	(pause 0.78)	300.4954
228	ATL_se0_ag1_f_03	300.4954	They had, um, like a lot of	301.8539
229	ATL_se0_ag1_f_03	301.8539	(pause 0.63)	302.4804
230	ATL_se0_ag1_f_03	302.4804	different, um, clubs you could join. And different activities and stuff at school. Like,	306.9172
231	ATL_se0_ag1_f_03	306.9172	(pause 0.50)	307.4135
232	ATL_se0_ag1_f_03	307.4135	I was in choir	308.4431
233	ATL_int_01	309.0262	[Okay.]	309.3683
234	ATL_se0_ag1_f_03	309.1503	[there.] And I used to, um, stay after school and	311.7741
235	ATL_se0_ag1_f_03	312.4458	do like some choir practice and stuff like that.	314.5176
236	ATL_se0_ag1_f_03	314.5176	(pause 0.33)	314.8525
237	ATL_se0_ag1_f_03	314.8525	And we would have like recitals and stuff.	316.9925
238	ATL_se0_ag1_f_03	316.9925	(pause 0.16)	317.1476
239	ATL_se0_ag1_f_03	317.1476	But-	317.4267
240	ATL_int_01	318.7187	Oh nice. [Okay, okay],	320.3211
241	ATL_se0_ag1_f_03	319.6554	[Mm.]	319.9345
242	ATL_int_01	320.4754	um,	321.0138
243	ATL_int_01	321.0138	(pause 1.14)	322.1489
244	ATL_int_01	322.1489	outside of choir did you have any	324.3758
245	ATL_int_01	324.3758	(pause 0.21)	324.5885
246	ATL_int_01	324.5885	favorite subjects in school?	326.4245
247	ATL_se0_ag1_f_03	327.5783	Um,	328.3908
248	ATL_se0_ag1_f_03	328.3908	(pause 1.68)	330.0736
249	ATL_se0_ag1_f_03	330.0736	I think science.	331.2708
250	ATL_se0_ag1_f_03	331.2708	(pause 1.14)	332.4059
251	ATL_se0_ag1_f_03	332.4059	I like science.	333.4428
252	ATL_int_01	333.4232	Do you think science?	334.6017
253	ATL_se0_ag1_f_03	334.6886	I like science.	335.7449
254	ATL_int_01	335.7511	Mm-hm.	336.0985
255	ATL_se0_ag1_f_03	336.1047	I like science. I think I started liking science when I was in, um, junior high school because I had a teacher that he really used to push me a lot.	342.7311
256	ATL_se0_ag1_f_03	342.7311	(pause 1.14)	343.8739
257	ATL_se0_ag1_f_03	343.8739	And like I was making good grades. I was like, you know what? I l- I kind of like this. I'm making good [grades.]	348.3323
258	ATL_int_01	348.1090	[Mm-hm.]	348.5432
259	ATL_se0_ag1_f_03	349.4073	And you know, you can learn a lot with science. E- basically everything you do	352.9491
260	ATL_se0_ag1_f_03	352.9491	(pause 0.13)	353.0794
261	ATL_se0_ag1_f_03	353.0794	e- equal up with some [science.]	354.8056
262	ATL_int_01	354.6257	[Real talk],	355.3248
263	ATL_se0_ag1_f_03	354.9731	[Yeah.]	355.4259
264	ATL_int_01	355.4890	it's a science to everything.	357.1565
265	ATL_int_01	357.1565	(pause 0.86)	358.0187
266	ATL_int_01	358.0187	What a- what's your least favorite subject in school?	360.5451
267	ATL_se0_ag1_f_03	360.8676	Math.	361.4631
268	ATL_int_01	361.6926	Okay.	362.1268
269	ATL_int_01	362.1268	(pause 1.08)	363.2061
270	ATL_int_01	363.2061	They say math can kind of go with everything as well too.	365.7307
271	ATL_se0_ag1_f_03	365.8423	Mm-hm.	366.4192
272	ATL_int_01	366.8924	[<laugh>]	368.7781
273	ATL_se0_ag1_f_03	366.9110	[<laugh>]	368.7781
274	ATL_int_01	369.9442	But why- [why- why] is maths the most least favorite [subject /inaudible/.]	374.1551
275	ATL_se0_ag1_f_03	370.7702	[<laugh>]	371.2041
276	ATL_se0_ag1_f_03	371.2041	(pause 2.31)	373.5127
277	ATL_se0_ag1_f_03	373.5127	[It's hard.] Like you feel like you getting something. You writing all this-	376.8623
278	ATL_se0_ag1_f_03	377.4081	everything down. And you feel like you getting somewhere and then it ends up being wrong. Especially algebra. Oh my god. don't get me started.	383.3957
279	ATL_int_01	383.6953	Okay, I won't.	384.6133
280	ATL_int_01	384.6133	(pause 0.30)	384.9172
281	ATL_int_01	384.9172	Let's see, what else we got.	386.4680
282	ATL_int_01	386.4680	(pause 0.51)	386.9766
283	ATL_int_01	386.9766	Um, how f-	387.7581
284	ATL_int_01	387.7581	(pause 0.66)	388.4219
285	ATL_int_01	388.4219	how far was	389.7431
286	ATL_int_01	389.7431	(pause 0.20)	389.9416
287	ATL_int_01	389.9416	your crib from the school?	391.4817
288	ATL_se0_ag1_f_03	392.3935	[From] school here, or school in New York?	394.6141
289	ATL_int_01	392.5052	[/Here/.]	392.7471
290	ATL_int_01	394.7134	Nah school here. Like, could you walk	396.4830
291	ATL_int_01	396.4830	(pause 0.27)	396.7560
292	ATL_int_01	396.7560	to school?	397.3887
293	ATL_int_01	397.3887	(pause 0.17)	397.5623
294	ATL_int_01	397.5623	Or would you?	398.3315
295	ATL_se0_ag1_f_03	398.7719	I mean I could walk, but I'd be dead by the time I get there (laughing). [<laugh>]	402.5060
296	ATL_int_01	401.0111	[<laugh>]	402.5060
297	ATL_se0_ag1_f_03	403.3949	[<laugh>]	404.5530
298	ATL_int_01	404.2633	[What is that like a thirty minute walk?]	406.1303
299	ATL_se0_ag1_f_03	404.9109	[But]	405.3058
300	ATL_se0_ag1_f_03	405.3058	(pause 0.19)	405.4973
301	ATL_se0_ag1_f_03	405.4973	[I mean] driving	406.7134
302	ATL_int_01	406.7630	[Yeah.]	407.1476
303	ATL_se0_ag1_f_03	406.9615	[it's] like	407.5508
304	ATL_se0_ag1_f_03	407.7369	five [minutes.]	408.6487
305	ATL_int_01	408.6133	[Okay.]	408.9731
306	ATL_se0_ag1_f_03	408.7498	[Walking] it's like twenty.	410.3687
307	ATL_int_01	410.7744	Okay.	411.3512
308	ATL_int_01	411.3512	(pause 0.70)	412.0546
309	ATL_int_01	412.0546	Folks used to do a lot of walking back in the [day.]	414.3296
310	ATL_se0_ag1_f_03	414.1568	[<laugh>]	414.6592
311	ATL_int_01	415.0190	Let's see, um,	416.0424
312	ATL_int_01	416.0424	(pause 0.11)	416.1541
313	ATL_int_01	416.1541	did you take the bus to school?	417.4505
314	ATL_se0_ag1_f_03	417.8599	Yeah,	418.3289
315	ATL_se0_ag1_f_03	418.3289	(pause 0.11)	418.4344
316	ATL_se0_ag1_f_03	418.4344	or sometimes I'd get a ride.	419.5367
317	ATL_int_01	419.9689	Okay.	420.5767
318	ATL_se0_ag1_f_03	420.5848	Mm-hm.	420.9011
319	ATL_int_01	422.2223	How many fights in school did you have?	424.2755
320	ATL_se0_ag1_f_03	424.4616	Fights? I didn't get in a lot of fights, um,	427.5214
321	ATL_se0_ag1_f_03	427.5214	(pause 0.68)	428.1975
322	ATL_se0_ag1_f_03	428.1975	out here.	428.8736
323	ATL_int_01	429.1093	Mm-hm.	429.5435
324	ATL_se0_ag1_f_03	430.0522	When I was in New York I got into maybe two? I'm not like a bad kid. So I didn't really get into a lot of fights. I mean a lot of people don't like me, but-	436.4181
325	ATL_int_01	436.7097	Mm-hm.	437.0198
326	ATL_se0_ag1_f_03	437.2927	They would never do nothing, so.	438.7646
327	ATL_int_01	438.8081	Cause they knew,	439.4861
328	ATL_int_01	439.4861	(pause 0.14)	439.6229
329	ATL_int_01	439.6229	you had them hands.	440.7359
330	ATL_se0_ag1_f_03	440.8736	[<laugh>]	441.7420
331	ATL_int_01	440.9000	[/unintelligible/] Okay that's cool.	443.1563
332	ATL_int_01	443.7207	Um,	444.4217
333	ATL_int_01	444.4217	(pause 1.16)	445.5834
334	ATL_int_01	445.5834	was there any type of games for fun, that y'all would play?	449.2121
335	ATL_int_01	449.2121	(pause 0.32)	449.5303
336	ATL_int_01	449.5303	Even in school, out of school	451.0748
337	ATL_int_01	451.0748	(pause 0.32)	451.3973
338	ATL_int_01	451.3973	whatever.	451.8501
339	ATL_se0_ag1_f_03	452.4394	Um,	453.2334
340	ATL_se0_ag1_f_03	453.2334	(pause 2.08)	455.3132
341	ATL_se0_ag1_f_03	455.3132	I- Not in high school. I mean I know when I was in New York when I use to g- when I was in junior high,	459.0287
342	ATL_se0_ag1_f_03	459.0287	(pause 0.39)	459.4195
343	ATL_se0_ag1_f_03	459.4195	I would leave my house extra early to go to the park in the morning time. To swing on the swings. As old as I was in junior high, I could still	465.9961
344	ATL_se0_ag1_f_03	465.9961	(pause 0.58)	466.5787
345	ATL_se0_ag1_f_03	466.5787	fit on the swings [<laugh>]	468.0802
346	ATL_int_01	467.9686	[Okay.]	468.3221
347	ATL_se0_ag1_f_03	468.3288	early before class in the morning.	470.1276
348	ATL_int_01	470.8161	So you weren't, um, double dutching, [hopscotching?]	473.5100
349	ATL_se0_ag1_f_03	473.0758	[I don't know how to] double dutch. I know how to hopscotch. And jump regular rope, but I could never catch, um, double dutch.	479.8016
350	ATL_int_01	480.0931	We need to figure that out [one day.] I- I haven't either.	482.8245
351	ATL_se0_ag1_f_03	481.3026	[<laugh>]	482.0222
352	ATL_int_01	483.5995	might be too tall for it, but we'll try.	486.0062
353	ATL_int_01	486.0062	(pause 0.67)	486.6762
354	ATL_int_01	486.6762	Um,	487.6252
355	ATL_int_01	487.6252	(pause 0.82)	488.4440
356	ATL_int_01	488.4440	let's see.	489.6783
357	ATL_int_01	489.6783	(pause 2.90)	492.5831
358	ATL_int_01	492.5831	What was your first job?	493.6872
359	ATL_se0_ag1_f_03	494.9836	My first job.	495.9699
360	ATL_se0_ag1_f_03	495.9699	(pause 2.24)	498.2109
361	ATL_se0_ag1_f_03	498.2109	<ts>	498.2978
362	ATL_se0_ag1_f_03	498.2978	(pause 0.08)	498.3747
363	ATL_se0_ag1_f_03	498.3747	It was at a lotto machine. It was for the summer.	501.0457
364	ATL_se0_ag1_f_03	501.0457	(pause 0.49)	501.5375
365	ATL_se0_ag1_f_03	501.5375	It was at a nursing home at, um, /RD-WORK-3/ and I was at a lotto machine.	505.2778
366	ATL_se0_ag1_f_03	505.2778	(pause 0.65)	505.9229
367	ATL_se0_ag1_f_03	505.9229	And then when I came to, um,	507.3774
368	ATL_se0_ag1_f_03	507.3774	(pause 0.16)	507.5377
369	ATL_se0_ag1_f_03	507.5377	Georgia,	508.2800
370	ATL_se0_ag1_f_03	508.2800	(pause 0.27)	508.5548
371	ATL_se0_ag1_f_03	508.5548	it was at a daycare.	510.8995
372	ATL_se0_ag1_f_03	510.8995	(pause 0.25)	511.1538
373	ATL_se0_ag1_f_03	511.1538	And I was at the front desk.	512.3881
374	ATL_se0_ag1_f_03	512.3881	(pause 0.77)	513.1591
375	ATL_se0_ag1_f_03	513.1591	So the lotto machine was in New York. And I was like fifteen. It was just like a summer thing.	516.4529
376	ATL_int_01	517.9739	You feel like you got a like a lot of good experience from that	520.6039
377	ATL_int_01	520.6039	(pause 0.30)	520.9006
378	ATL_int_01	520.9006	first job, or what not?	522.3707
379	ATL_se0_ag1_f_03	522.6517	Yeah. Dealing with people and dealing with,	524.7848
380	ATL_se0_ag1_f_03	524.7848	(pause 0.20)	524.9880
381	ATL_se0_ag1_f_03	524.9880	you know,	525.4368
382	ATL_se0_ag1_f_03	525.4368	(pause 0.98)	526.4168
383	ATL_se0_ag1_f_03	526.4168	different attitudes. Cause you know, a lot of people come in here, they got attitudes about they lotto,	530.5497
384	ATL_se0_ag1_f_03	530.5497	(pause 0.09)	530.6366
385	ATL_se0_ag1_f_03	530.6366	so. <laugh>	531.7965
386	ATL_int_01	531.8151	Kay.	532.1935
387	ATL_int_01	532.1935	(pause 0.45)	532.6401
388	ATL_int_01	532.6401	Nah, definitely definitely.	534.1474
389	ATL_int_01	534.1474	(pause 0.79)	534.9370
390	ATL_int_01	534.9370	Um,	535.6938
391	ATL_int_01	535.6938	(pause 1.40)	537.0965
392	ATL_int_01	537.0965	let's see, do you have any siblings?	539.1425
393	ATL_se0_ag1_f_03	539.5705	Yeah.	540.0296
394	ATL_int_01	540.5152	Okay.	541.0238
395	ATL_int_01	541.0238	(pause 0.90)	541.9233
396	ATL_int_01	541.9233	What, um- Are you the youngest? The oldest? Are y'all [close /??/?]	546.0307
397	ATL_se0_ag1_f_03	545.4341	[I'm the youngest.]	546.4451
398	ATL_int_01	546.5834	Okay.	547.0735
399	ATL_int_01	547.0735	(pause 1.54)	548.6118
400	ATL_int_01	548.6118	Let's see, um,	549.9702
401	ATL_int_01	549.9702	(pause 0.51)	550.4850
402	ATL_int_01	550.4850	did you feel like	551.6698
403	ATL_int_01	551.6698	(pause 0.41)	552.0748
404	ATL_int_01	552.0748	you was treated differently because you was the youngest? Or what not?	555.5546
405	ATL_se0_ag1_f_03	558.9370	Um,	559.6938
406	ATL_se0_ag1_f_03	559.6938	(pause 2.33)	562.0260
407	ATL_se0_ag1_f_03	562.0260	yeah.	562.6463
408	ATL_int_01	563.4917	Okay.	563.9383
409	ATL_int_01	563.9383	(pause 1.21)	565.1479
410	ATL_int_01	565.1479	Um,	565.8984
